	Terms
RPL26L1	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72689,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPL27	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72689,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPL27A	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72689,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPL28	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72689,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPL29	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72689,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPL3	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72689,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPL30	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72689,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPL31	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72689,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPL32	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72689,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPL34	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72689,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPL35	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72689,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPL35A	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72689,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPL36	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72689,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPL36A	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72689,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPL36AL	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72689,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPL37	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72689,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPL37A	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72689,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPL38	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72689,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPL39	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72689,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPL39L	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72689,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPL3L	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72689,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPL4	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72689,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPL41	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72689,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPL5	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72689,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPL6	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72689,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPL7	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72689,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPL7A	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72689,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPL8	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72689,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPL9	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72689,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPLP0	R-HSA-1266738,R-HSA-1280215,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168256,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-447115,R-HSA-449147,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72689,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8950505,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-9020591,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPLP1	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72689,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPLP2	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72689,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPN1	R-HSA-1643685,R-HSA-1799339,R-HSA-392499,R-HSA-392499,R-HSA-446203,R-HSA-5663205,R-HSA-597592,R-HSA-72766,R-HSA-9679506,R-HSA-9694516,R-HSA-9694548,R-HSA-9694635
RPN2	R-HSA-1643685,R-HSA-1799339,R-HSA-392499,R-HSA-392499,R-HSA-446203,R-HSA-5663205,R-HSA-597592,R-HSA-72766,R-HSA-9679506,R-HSA-9694516,R-HSA-9694548,R-HSA-9694635
RPP14	R-HSA-6784531,R-HSA-6791226,R-HSA-72306,R-HSA-72312,R-HSA-8868773,R-HSA-8953854
RPP21	R-HSA-6784531,R-HSA-6791226,R-HSA-72306,R-HSA-72312,R-HSA-8868773,R-HSA-8953854
RPP25	R-HSA-6784531,R-HSA-6791226,R-HSA-72306,R-HSA-72312,R-HSA-8868773,R-HSA-8953854
RPP30	R-HSA-6784531,R-HSA-6791226,R-HSA-72306,R-HSA-72312,R-HSA-8868773,R-HSA-8953854
RPP38	R-HSA-6784531,R-HSA-6791226,R-HSA-72306,R-HSA-72312,R-HSA-8868773,R-HSA-8953854
RPP40	R-HSA-6784531,R-HSA-6791226,R-HSA-72306,R-HSA-72312,R-HSA-8868773,R-HSA-8953854
RPRD1A	R-HSA-6807505,R-HSA-6807505,R-HSA-73857,R-HSA-73857,R-HSA-74160,R-HSA-74160
RPRD1B	R-HSA-6807505,R-HSA-6807505,R-HSA-73857,R-HSA-73857,R-HSA-74160,R-HSA-74160
RPRD2	R-HSA-6807505,R-HSA-6807505,R-HSA-73857,R-HSA-73857,R-HSA-74160,R-HSA-74160
RPS10	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72649,R-HSA-72662,R-HSA-72689,R-HSA-72695,R-HSA-72702,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPS11	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72649,R-HSA-72662,R-HSA-72689,R-HSA-72695,R-HSA-72702,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
