	Terms
RPS12	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72649,R-HSA-72662,R-HSA-72689,R-HSA-72695,R-HSA-72702,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPS13	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72649,R-HSA-72662,R-HSA-72689,R-HSA-72695,R-HSA-72702,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPS14	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6790901,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72312,R-HSA-72613,R-HSA-72649,R-HSA-72662,R-HSA-72689,R-HSA-72695,R-HSA-72702,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8868773,R-HSA-8953854,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPS15	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72649,R-HSA-72662,R-HSA-72689,R-HSA-72695,R-HSA-72702,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPS15A	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72649,R-HSA-72662,R-HSA-72689,R-HSA-72695,R-HSA-72702,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPS16	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72649,R-HSA-72662,R-HSA-72689,R-HSA-72695,R-HSA-72702,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPS17	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72649,R-HSA-72662,R-HSA-72689,R-HSA-72695,R-HSA-72702,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPS18	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72649,R-HSA-72662,R-HSA-72689,R-HSA-72695,R-HSA-72702,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPS19	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72649,R-HSA-72662,R-HSA-72689,R-HSA-72695,R-HSA-72702,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPS19BP1	R-HSA-2262752,R-HSA-3371453,R-HSA-3371556,R-HSA-8953897
RPS2	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-3214858,R-HSA-3247509,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-4839726,R-HSA-5663205,R-HSA-597592,R-HSA-6790901,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72312,R-HSA-72613,R-HSA-72649,R-HSA-72662,R-HSA-72689,R-HSA-72695,R-HSA-72702,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8868773,R-HSA-8876725,R-HSA-8953854,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPS20	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72649,R-HSA-72662,R-HSA-72689,R-HSA-72695,R-HSA-72702,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPS21	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72649,R-HSA-72662,R-HSA-72689,R-HSA-72695,R-HSA-72702,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPS23	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72649,R-HSA-72662,R-HSA-72689,R-HSA-72695,R-HSA-72702,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPS24	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72649,R-HSA-72662,R-HSA-72689,R-HSA-72695,R-HSA-72702,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPS25	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72649,R-HSA-72662,R-HSA-72689,R-HSA-72695,R-HSA-72702,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPS26	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72649,R-HSA-72662,R-HSA-72689,R-HSA-72695,R-HSA-72702,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPS27	R-HSA-1266738,R-HSA-141424,R-HSA-141444,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-162582,R-HSA-1640170,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-194315,R-HSA-195258,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-2467813,R-HSA-2500257,R-HSA-2555396,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-5663220,R-HSA-6791226,R-HSA-68877,R-HSA-68882,R-HSA-68886,R-HSA-69278,R-HSA-69618,R-HSA-69620,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72649,R-HSA-72662,R-HSA-72689,R-HSA-72695,R-HSA-72702,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9648025,R-HSA-9675108,R-HSA-9711097,R-HSA-9716542,R-HSA-975956,R-HSA-975957
RPS27A	R-HSA-109581,R-HSA-110312,R-HSA-110313,R-HSA-110314,R-HSA-110320,R-HSA-1168372,R-HSA-1169091,R-HSA-1169408,R-HSA-1169410,R-HSA-1227986,R-HSA-1234174,R-HSA-1234176,R-HSA-1236382,R-HSA-1236394,R-HSA-1236974,R-HSA-1236975,R-HSA-1253288,R-HSA-1257604,R-HSA-1266738,R-HSA-1266738,R-HSA-1280215,R-HSA-1280218,R-HSA-1280218,R-HSA-1295596,R-HSA-1358803,R-HSA-1430728,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-157118,R-HSA-157118,R-HSA-162582,R-HSA-162582,R-HSA-162587,R-HSA-162588,R-HSA-162599,R-HSA-162906,R-HSA-162909,R-HSA-1632852,R-HSA-1632852,R-HSA-1640170,R-HSA-1643685,R-HSA-1643685,R-HSA-1643713,R-HSA-166016,R-HSA-166058,R-HSA-166166,R-HSA-168138,R-HSA-168142,R-HSA-168164,R-HSA-168176,R-HSA-168179,R-HSA-168181,R-HSA-168188,R-HSA-168249,R-HSA-168255,R-HSA-168256,R-HSA-168256,R-HSA-168273,R-HSA-168638,R-HSA-168643,R-HSA-168898,R-HSA-168927,R-HSA-168928,R-HSA-169911,R-HSA-170834,R-HSA-170834,R-HSA-174048,R-HSA-174084,R-HSA-174113,R-HSA-174143,R-HSA-174154,R-HSA-174178,R-HSA-174184,R-HSA-174490,R-HSA-174495,R-HSA-175474,R-HSA-176408,R-HSA-176409,R-HSA-176814,R-HSA-177929,R-HSA-179409,R-HSA-179419,R-HSA-1799339,R-HSA-1799339,R-HSA-180534,R-HSA-180585,R-HSA-181438,R-HSA-182971,R-HSA-1834949,R-HSA-187577,R-HSA-190236,R-HSA-192823,R-HSA-193639,R-HSA-193704,R-HSA-195253,R-HSA-195721,R-HSA-1980143,R-HSA-1980143,R-HSA-1980145,R-HSA-199991,R-HSA-201681,R-HSA-202403,R-HSA-202424,R-HSA-204998,R-HSA-205043,R-HSA-209543,R-HSA-209560,R-HSA-211733,R-HSA-2122947,R-HSA-2122948,R-HSA-2122948,R-HSA-212436,R-HSA-212436,R-HSA-2173788,R-HSA-2173788,R-HSA-2173789,R-HSA-2173789,R-HSA-2173791,R-HSA-2173793,R-HSA-2173793,R-HSA-2173795,R-HSA-2173795,R-HSA-2173796,R-HSA-2173796,R-HSA-2262752,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-2454202,R-HSA-2467813,R-HSA-2555396,R-HSA-2559580,R-HSA-2559582,R-HSA-2559583,R-HSA-2559585,R-HSA-2565942,R-HSA-2644602,R-HSA-2644603,R-HSA-2644606,R-HSA-2672351,R-HSA-2691230,R-HSA-2691232,R-HSA-2871837,R-HSA-2894858,R-HSA-2894862,R-HSA-2979096,R-HSA-3134975,R-HSA-3229121,R-HSA-3322077,R-HSA-349425,R-HSA-3700989,R-HSA-376176,R-HSA-376176,R-HSA-3769402,R-HSA-3785653,R-HSA-382551,R-HSA-382556,R-HSA-3858494,R-HSA-392499,R-HSA-392499,R-HSA-400253,R-HSA-4086400,R-HSA-422475,R-HSA-422475,R-HSA-445989,R-HSA-446203,R-HSA-446652,R-HSA-448424,R-HSA-449147,R-HSA-450294,R-HSA-450302,R-HSA-450321,R-HSA-450408,R-HSA-450531,R-HSA-453274,R-HSA-453276,R-HSA-453279,R-HSA-4608870,R-HSA-4641257,R-HSA-4641258,R-HSA-4641263,R-HSA-512988,R-HSA-5205647,R-HSA-5205685,R-HSA-5213460,R-HSA-5218859,R-HSA-532668,R-HSA-5357801,R-HSA-5357801,R-HSA-5357905,R-HSA-5357956,R-HSA-5358346,R-HSA-5358351,R-HSA-5358351,R-HSA-5362768,R-HSA-5387390,R-HSA-5607761,R-HSA-5607764,R-HSA-5610780,R-HSA-5610783,R-HSA-5610785,R-HSA-5610787,R-HSA-5610787,R-HSA-5619084,R-HSA-5619115,R-HSA-5621481,R-HSA-5632684,R-HSA-5632684,R-HSA-5633007,R-HSA-5637815,R-HSA-5653656,R-HSA-5654726,R-HSA-5654727,R-HSA-5654732,R-HSA-5654733,R-HSA-5654736,R-HSA-5654738,R-HSA-5654741,R-HSA-5654743,R-HSA-5655862,R-HSA-5656121,R-HSA-5656169,R-HSA-5658442,R-HSA-5663084,R-HSA-5663202,R-HSA-5663205,R-HSA-5663205,R-HSA-5668541,R-HSA-5668914,R-HSA-5673001,R-HSA-5675221,R-HSA-5675482,R-HSA-5676590,R-HSA-5678895,R-HSA-5683057,R-HSA-5684264,R-HSA-5684996,R-HSA-5685942,R-HSA-5687128,R-HSA-5688426,R-HSA-5688426,R-HSA-5689603,R-HSA-5689603,R-HSA-5689877,R-HSA-5689880,R-HSA-5689896,R-HSA-5689901,R-HSA-5693532,R-HSA-5693538,R-HSA-5693565,R-HSA-5693567,R-HSA-5693606,R-HSA-5693607,R-HSA-5696394,R-HSA-5696395,R-HSA-5696397,R-HSA-5696398,R-HSA-5696399,R-HSA-5696400,R-HSA-597592,R-HSA-597592,R-HSA-6781823,R-HSA-6781827,R-HSA-6782135,R-HSA-6782210,R-HSA-6783310,R-HSA-6791226,R-HSA-6804756,R-HSA-6804757,R-HSA-6804760,R-HSA-6806003,R-HSA-6806834,R-HSA-6807004,R-HSA-6807070,R-HSA-68827,R-HSA-68867,R-HSA-68882,R-HSA-68886,R-HSA-68949,R-HSA-69002,R-HSA-69017,R-HSA-69052,R-HSA-69202,R-HSA-69206,R-HSA-69231,R-HSA-69236,R-HSA-69239,R-HSA-69242,R-HSA-69275,R-HSA-69278,R-HSA-69306,R-HSA-69481,R-HSA-69541,R-HSA-69563,R-HSA-69580,R-HSA-69601,R-HSA-69610,R-HSA-69613,R-HSA-69615,R-HSA-69620,R-HSA-69656,R-HSA-71291,R-HSA-71387,R-HSA-72312,R-HSA-72613,R-HSA-72649,R-HSA-72662,R-HSA-72689,R-HSA-72695,R-HSA-72702,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-73857,R-HSA-73857,R-HSA-73887,R-HSA-73893,R-HSA-73894,R-HSA-74160,R-HSA-74160,R-HSA-75815,R-HSA-75893,R-HSA-8848021,R-HSA-8849469,R-HSA-8852135,R-HSA-8852135,R-HSA-8852276,R-HSA-8854050,R-HSA-8856825,R-HSA-8856828,R-HSA-8863795,R-HSA-8866652,R-HSA-8866652,R-HSA-8866654,R-HSA-8868773,R-HSA-8875360,R-HSA-8875360,R-HSA-8876384,R-HSA-8876384,R-HSA-8876493,R-HSA-8878159,R-HSA-8878166,R-HSA-8878166,R-HSA-8878171,R-HSA-8932339,R-HSA-8939236,R-HSA-8939902,R-HSA-8939902,R-HSA-8941858,R-HSA-8948747,R-HSA-8948751,R-HSA-8951664,R-HSA-8953854,R-HSA-8953897,R-HSA-8953897,R-HSA-8982491,R-HSA-9006925,R-HSA-9006927,R-HSA-9006934,R-HSA-9006936,R-HSA-9006936,R-HSA-901032,R-HSA-901042,R-HSA-9010553,R-HSA-9010553,R-HSA-9012852,R-HSA-9012852,R-HSA-9013507,R-HSA-9013507,R-HSA-9013694,R-HSA-9013973,R-HSA-9014325,R-HSA-9020702,R-HSA-9033241,R-HSA-9033241,R-HSA-912631,R-HSA-913531,R-HSA-917729,R-HSA-917937,R-HSA-927802,R-HSA-936440,R-HSA-936964,R-HSA-937039,R-HSA-937041,R-HSA-937042,R-HSA-937061,R-HSA-937072,R-HSA-9604323,R-HSA-9607240,R-HSA-9609507,R-HSA-9609507,R-HSA-9612973,R-HSA-9612973,R-HSA-9613829,R-HSA-9615710,R-HSA-9633012,R-HSA-9635486,R-HSA-9636383,R-HSA-9637628,R-HSA-9637687,R-HSA-9637690,R-HSA-9645460,R-HSA-9646399,R-HSA-9646399,R-HSA-9648002,R-HSA-9663891,R-HSA-9663891,R-HSA-9664873,R-HSA-9674555,R-HSA-9675108,R-HSA-9675108,R-HSA-9678108,R-HSA-9679506,R-HSA-9679506,R-HSA-9682385,R-HSA-9683683,R-HSA-9683701,R-HSA-9694493,R-HSA-9694516,R-HSA-9694635,R-HSA-9705462,R-HSA-9706369,R-HSA-9706377,R-HSA-9707564,R-HSA-9707587,R-HSA-9708530,R-HSA-9711097,R-HSA-9711123,R-HSA-975110,R-HSA-975138,R-HSA-975144,R-HSA-975155,R-HSA-975163,R-HSA-975871,R-HSA-975956,R-HSA-975957,R-HSA-977225,R-HSA-983168,R-HSA-983169,R-HSA-983169,R-HSA-983705,R-HSA-983712
RPS27L	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72649,R-HSA-72662,R-HSA-72689,R-HSA-72695,R-HSA-72702,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPS28	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72649,R-HSA-72662,R-HSA-72689,R-HSA-72695,R-HSA-72702,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPS29	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72649,R-HSA-72662,R-HSA-72689,R-HSA-72695,R-HSA-72702,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPS3	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72649,R-HSA-72662,R-HSA-72689,R-HSA-72695,R-HSA-72702,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
RPS3A	R-HSA-1266738,R-HSA-1430728,R-HSA-156827,R-HSA-156842,R-HSA-156902,R-HSA-1643685,R-HSA-168255,R-HSA-168273,R-HSA-1799339,R-HSA-1799339,R-HSA-192823,R-HSA-2262752,R-HSA-2408522,R-HSA-2408557,R-HSA-376176,R-HSA-392499,R-HSA-392499,R-HSA-422475,R-HSA-5663205,R-HSA-6791226,R-HSA-71291,R-HSA-72312,R-HSA-72613,R-HSA-72649,R-HSA-72662,R-HSA-72689,R-HSA-72695,R-HSA-72702,R-HSA-72706,R-HSA-72737,R-HSA-72764,R-HSA-72766,R-HSA-72766,R-HSA-8868773,R-HSA-8953854,R-HSA-8953897,R-HSA-9010553,R-HSA-927802,R-HSA-9633012,R-HSA-9675108,R-HSA-9711097,R-HSA-975956,R-HSA-975957
