	Genes
R-HSA-388396	AKT3,INSL5,ARHGEF33,NPY4R2,OPN1MW3,RASGRP1,LPAR6,CDK5,CALCRL,RASGRP2,RAMP2,RAMP1,RAMP3,NET1,RGS19,RGS19,NMUR1,VAV3,LINC02210-CRHR1,CXCL13,RGS14,RGS14,CAMKK2,CAMKK2,CXCR6,GNA13,GNB5,RRH,ADCY1,ADCY1,AHCYL1,ADCY2,ADCY2,CYSLTR1,CCR9,CGA,PDE10A,CCL27,NMU,NPFFR2,PROKR1,GPR83,ADCY3,ADCY3,UTS2,ADCY5,ADCY5,ADCY6,ADCY6,AKAP13,GPR176,GPR45,PTGDR2,CHRM1,CHRM2,ADCY7,ADCY7,PTH2,CHRM3,CHRM4,CHRM5,MGLL,ADCY8,ADCY8,ADCY9,ADCY9,ARHGEF25,ADCYAP1,ADCYAP1R1,RLN3,FGD4,RXFP2,GPHB5,CCR1,CCR3,CCR4,CCR5,CCR6,CCR7,CCR8,LTB4R,PCP2,CNR1,CNR2,ARHGEF19,PROKR2,NMS,CORT,ADM,ADORA1,TAAR9,TAAR1,ADORA2A,ADORA2B,CREB1,CREB1,DGKK,CRH,CRHR1,CRHR2,ADORA3,ADRA1D,PIK3R6,ADRA1B,ADRA1A,ADRA2A,ADRA2B,GPBAR1,ADRA2C,CX3CR1,ADRB1,ADRB2,ADRB3,GRK2,GRK3,DGKA,DGKB,DGKG,DGKH,DGKQ,OXER1,GPHA2,DRD1,DRD3,DRD4,DRD5,AGT,HBEGF,HBEGF,AGTR1,AGTR2,APLNR,GPR183,ECT2,LPAR1,S1PR3,EDN1,EDN2,EDN3,EDNRA,EDNRB,EGFR,ADCY4,ADCY4,AKT1,AKT2,F2,F2R,F2RL1,F2RL2,OPN5,FGD2,DAGLB,GPRC6A,FGD1,ARHGEF15,ARHGEF9,PLCB1,PLCB1,MCF2L,ARHGEF12,ARHGEF18,PIK3R5,LPAR3,FPR1,FPR2,FPR3,OPN3,NTSR2,FSHB,FSHR,GAST,GABBR1,NPB,UTS2B,NGEF,GALR1,TAS2R39,TAS2R40,TAS2R41,TAS2R43,TAS2R31,TAS2R46,TAS2R30,TAS2R19,TAS2R20,TAS2R50,ARHGEF26,GPSM1,ABHD12,RGS22,TIAM2,GCG,OPN1MW,RGS17,RGS17,GHRH,GHRHR,GHSR,GIP,GIPR,NBEA,PDE7B,HCAR1,OXGR1,ARHGEF16,P2RY10,GLP1R,GNA11,GNA11,GNA12,GNA15,GNA15,GNAI1,GNAI1,GNAI2,GNAI2,GNAI3,GNAI3,GNAL,GNAQ,GNAQ,GNAS,GNAS,GNAT1,GNAT2,GNAZ,GNAZ,GNB1,GNB2,GNB3,GNG3,GNG4,GNG5,GNG7,GNG10,GNG11,GNGT1,GNGT2,GNRH1,GNRH2,GNRHR,CCR10,GPR4,XCR1,NPBWR1,NPBWR2,CXCR3,UTS2R,GPR15,NPW,GPR17,GPR18,GPR20,LPAR4,MCHR1,GPR25,GPR27,GPER1,GPR31,GPR32,GPR150,GPR37,MLNR,GPR39,FFAR1,FFAR3,FFAR2,GRK5,GRK5,GRK6,GRB2,ABR,GRM1,GRM2,GRM3,GRM4,GRM5,GRM6,GRM7,GRM8,CXCL1,CXCL2,CXCL3,GRP,GRPR,GPSM2,GPR132,ANXA1,HCRT,HCRTR1,HCRTR2,TAAR6,HRAS,HRH1,HRH2,HTR1B,HTR1D,HTR1E,HTR1F,HTR2A,HTR2B,HTR2C,HTR4,HTR5A,HTR6,HTR7,IAPP,TAS2R60,HCAR2,FFAR4,RXFP4,GNAT3,GNAT3,QRFP,APP,RGSL1,RGSL1,CXCL8,CXCR1,CXCR2,CXCL10,INSL3,ITPR1,ITPR1,ITPR2,ITPR2,ITPR3,ITPR3,KISS1,KNG1,KPNA2,KRAS,RHOA,NPSR1,RHOB,CCL4L1,RHOC,ARHGEF37,LHB,LHCGR,ARRB1,ARRB2,MC1R,MC2R,MC3R,MC4R,MC5R,MCF2,CXCL9,MLN,MMP3,MMP3,RGS21,RGS21,ARHGEF35,MTNR1A,MTNR1B,NMB,NMBR,NPY,NPY1R,NPY2R,NPY5R,NRAS,NTS,NTSR1,GPR143,OPRD1,OPRK1,OPRL1,OPRM1,OXT,OXTR,P2RY1,P2RY2,P2RY4,P2RY6,P2RY11,PAK1,ARHGEF4,ARHGEF3,TAS2R3,TAS2R4,TAS2R16,TAS2R1,TAS2R9,TAS2R8,TAS2R7,TAS2R13,TAS2R10,TAS2R14,HEBP1,PDE11A,GAL,RXFP3,PDE1A,PDE1C,PDE2A,PDE3A,PDE3B,PDE4A,PDE4B,PDE4C,PDE4D,PDE7A,PDE8A,PDE1B,PDPK1,PDYN,GHRL,GNG13,PENK,PF4,PIK3CA,PIK3CG,PIK3R1,PIK3R2,PLA2G4A,PLCB2,PLCB2,PLCB3,PLCB3,PLCB4,PLCB4,S1PR5,PLXNB1,PMCH,PNOC,P2RY13,GPR84,GNG2,TAS2R5,POMC,PPBP,ARHGEF38,PPP1CA,AVP,PPP2CA,PPP2CB,ARHGEF10L,PPP2R1A,PPP2R1B,AVPR1A,PPP2R5D,AVPR1B,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPY,AVPR2,NPY4R,PRKACA,PRKACA,PRKACB,PRKACB,PRKACG,PRKACG,ARHGEF40,PRKAR1A,PRKAR1B,PRKAR2A,PRKAR2A,PRKAR2B,PRKCA,PRKCA,PRKCB,PRKCD,PRKCD,PRKCE,PRKCE,PRKCG,PRKCG,PRKCH,PRKCH,PRKCQ,PRKCQ,MAPK1,MAPK3,GNG12,MAPK7,PRKX,LTB4R2,CCL28,PSAP,SUCNR1,NMUR2,PYY,ACKR3,CYSLTR2,TRPC7,LPAR5,PTAFR,TAS2R38,PTGDR,PTGER1,PTGER2,PTGER3,PTGER4,PTGFR,PTGIR,ABHD6,PTH,PTHLH,PLEKHG5,PTH1R,PTH2R,PREX1,CXCL16,RASGRF2,HRH4,GNB4,RXFP1,NPS,RGR,RGS1,RGS1,RGS2,RGS3,RGS4,RGS4,RGS7,RGS7,RGS10,RGS10,RGS12,RGS12,RGS13,RGS13,RGS16,RGS16,RHO,RLN2,PROK2,ROCK1,OPN1SW,RPS6KA1,RPS6KA2,RPS6KA3,BDKRB1,BDKRB2,SAA1,SCT,SCTR,CCL1,CCL4,CCL5,CCL13,CCL16,CCL19,CCL20,CCL21,CCL23,CCL25,CXCL6,CXCL11,CXCL5,XCL1,CX3CL1,CXCL12,GPSM3,NPFFR1,CXCR5,RGS18,RGS18,ITSN1,P2RY12,PLEKHG2,SOS1,SOS2,SRC,SRC,SST,SSTR1,SSTR2,SSTR3,SSTR4,SSTR5,BRS3,XCL2,TAC1,TACR2,TAC3,TACR1,TACR3,TBXA2R,BTK,TIAM1,C3,C3AR1,TRH,TRHR,TRIO,TRPC3,TRPC6,TSHB,TSHR,C5,C5AR1,OPN1MW2,CCR2,VAV1,VAV2,VIP,VIPR1,VIPR2,DAGLA,CXCR4,CALCA,CALCB,ARHGEF5,CALCR,ADM2,CALM1,CALM1,CALM2,CALM2,CALM3,CALM3,TAS1R2,TAS1R1,GPR68,CAMK4,CAMK4,CAMK2A,CAMK2B,CAMK2D,CAMK2G,TAAR8,TAS1R3,OBSCN,QRFPR,PPP1R1B,PPP1R1B,CAMKK1,CAMKK1,PROK1,MCHR2,CASR,KISS1R,GPR65,GALR3,RGS5,RGS5,ARHGEF39,PIK3R3,DGKZ,DGKE,DGKD,RGS8,RGS8,RGS20,RGS20,NPFF,PDE8B,S1PR4,RGS11,RGS11,RGS9,RGS9,GALR2,HCAR3,CCK,CCKAR,APLN,CCKBR,ARHGEF7,FGD3,KALRN,F2RL3,TAAR5,ARHGEF1,DGKI,LPAR2,ARHGEF2,GPR37L1,TAAR2,GPR55,S1PR2,GLP2R,OPN4,GNG8,ARHGEF6,ROCK2,CCL4L2,GABBR2,RGS6,RGS6,GNA14,GNA14,ARHGEF10,ARHGEF11,ARHGEF17,P2RY14,CDC42
R-HSA-388479	OXT,OXTR,AVP,AVPR1A,AVPR1B,AVPR2
R-HSA-388841	AKT3,THEM4,MAP3K8,CSK,CTLA4,BTLA,BTLA,AKT1,AKT2,ICOSLG,MTOR,RICTOR,FYN,GRB2,CD274,ICOS,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DQB2,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,LCK,LYN,PAK1,PAK2,PAK3,PDCD1,PDPK1,PIK3CA,PIK3R1,PIK3R2,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R5A,PPP2R5B,PPP2R5C,PPP2R5D,PPP2R5E,PRR5,TRIB3,PTPN6,PTPN11,RAC1,MLST8,SRC,VAV1,YES1,MAPKAP1,PDCD1LG2,PIK3R3,TNFRSF14,TNFRSF14,MAP3K14,CD3D,CD3E,CD3G,CD247,CD4,CD28,GRAP2,CD80,CD86,CDC42
R-HSA-388844	IL1RAPL1,SLITRK1,SLITRK4,SLITRK3,SLITRK5,IL1RAPL2,IL1RAP,NTRK3,PTPRD,PTPRF,PTPRS,SLITRK6,SLITRK2,PPFIBP2,PPFIBP1,PPFIA4,PPFIA2,PPFIA1,PPFIA3,LRRC4B
R-HSA-389356	AKT3,THEM4,MAP3K8,AKT1,AKT2,MTOR,RICTOR,FYN,GRB2,LCK,LYN,PAK1,PAK2,PAK3,PDPK1,PIK3CA,PIK3R1,PIK3R2,PRR5,TRIB3,RAC1,MLST8,SRC,VAV1,YES1,MAPKAP1,PIK3R3,MAP3K14,CD28,GRAP2,CD80,CD86,CDC42
R-HSA-389357	AKT3,THEM4,MAP3K8,AKT1,AKT2,MTOR,RICTOR,FYN,LCK,PDPK1,PIK3CA,PIK3R1,PIK3R2,PRR5,TRIB3,MLST8,MAPKAP1,PIK3R3,MAP3K14,CD28,CD80,CD86
R-HSA-389359	FYN,GRB2,LCK,PAK1,PAK2,PAK3,RAC1,VAV1,CD28,CD80,CD86,CDC42
R-HSA-389397	NPFFR2,HCRT,HCRTR1,HCRTR2,QRFP,NPFFR1,QRFPR,NPFF
R-HSA-389513	AKT3,CTLA4,AKT1,AKT2,FYN,LCK,LYN,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R5A,PPP2R5B,PPP2R5C,PPP2R5D,PPP2R5E,PTPN11,SRC,YES1,CD80,CD86
R-HSA-389542	IDH1
R-HSA-389599	SLC25A17,SLC27A2,ALDH3A2,HACL1,PHYH,PECR
R-HSA-389661	LIAS,HOGA1,DAO,DBT,DLAT,DLD,DLST,AGXT,GCSH,GNMT,GLDC,AMT,GOT2,LIPT2,NDUFAB1,OGDH,PDHA1,LIPT1,PDHA2,PDHB,HAO1,DHTKD1,PXMP2,PRODH2,BCKDHA,BCKDHB,AGXT2,PDHX,DDO,ALDH4A1,GRHPR
R-HSA-389887	ACOT8,CRAT,AMACR,HSD17B4,CROT,ACOXL,SCP2,ACOX2,ACOX3
R-HSA-3899300	COMMD3-BMI1,TRIM28,TOPORS,PIAS3,NCOA2,DDX17,PPARGC1A,PARK7,UHRF2,CREBBP,CTBP1,DAXX,DDX5,PHC1,PHC2,EP300,SCMH1,SIN3A,HIPK2,ING2,MBD1,NPM1,PIAS4,CBX8,MRTFA,ZNF350,RING1,RNF2,SAFB,BMI1,SUMO3,SUMO2,UBE2I,UBE2I,SUMO1,SUMO1,ZNF131,PCGF2,PHC3,NRIP1,CBX2,CBX4,PIAS1,NCOA1,PIAS2,NCOR2,CASP8AP2
R-HSA-389948	CSK,CD274,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DQB2,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,LCK,PDCD1,PTPN6,PTPN11,PDCD1LG2,CD3D,CD3E,CD3G,CD247,CD4
R-HSA-389957	TUBB3,TUBB4A,TUBB4B,PFDN6,CCT7,CCT4,CCT2,CCT6B,CCT8,TUBA3D,CCT5,TUBB2B,PFDN1,PFDN2,PFDN4,PFDN5,ACTB,TCP1,CCT3,TUBA4A,TUBA3C,TUBB2A,VBP1,TUBA1A,TUBB1,TUBB6,TUBA1C,CCT6A
R-HSA-389958	TUBA1B,TUBB3,TUBB4A,TUBB4B,PFDN6,CCT7,CCT4,CCT2,CCT6B,CCT8,TUBA3E,TUBA3D,CCT5,TUBB2B,TUBA8,PFDN1,PFDN2,PFDN4,PFDN5,ACTB,TCP1,CCT3,TUBA4A,TUBA3C,TUBB2A,VBP1,TUBA1A,TUBAL3,TUBB1,TUBB6,TUBA1C,CCT6A
R-HSA-389960	TUBA1B,TUBB3,TUBB4A,TUBB4B,CCT7,CCT4,CCT2,CCT6B,CCT8,TUBA3E,TUBA3D,CCT5,TUBB2B,TUBA8,TCP1,CCT3,TUBA4A,TUBA3C,TUBB2A,TUBA1A,TUBAL3,TUBB1,TUBB6,TUBA1C,CCT6A
R-HSA-389977	TUBA1B,TUBB3,TUBB4A,TUBB4B,TUBA3E,TUBA3D,TBCB,TUBB2B,ARL2,TUBA8,TBCA,TBCC,TBCD,TBCE,TUBA4A,TUBA3C,TUBB2A,TUBA1A,TUBAL3,TUBB1,TUBB6,TUBA1C
R-HSA-390247	ACOT8,ECI2,ACOT4,EHHADH,ABCD1,MLYCD,DECR2,ACAA1,HSD17B4,ACOX1,ACOT6
R-HSA-390450	CCT7,CCT4,CCT2,CCT6B,CCT8,CCT5,ACTB,TCP1,CCT3,CCT6A
R-HSA-390466	DCAF7,TUBA1B,TUBB3,TUBB4A,TUBB4B,PFDN6,FBXW10,NOP56,ARFGEF2,CCT7,CCT7,CCT4,CCT4,CCT2,CCT2,GNB5,CCT6B,CCT6B,CCT8,CCT8,TUBA3E,FKBP9,TUBA3D,CSNK2A1,CSNK2A2,CSNK2B,XRN2,CCT5,CCT5,FBXW2,FBXL3,FBXL5,FBXO6,FBXO4,GBA,GAPDHS,AP3M1,GNA11,GNA15,GNAQ,GNB1,GNB2,GNB3,GNG3,GNG4,GNG5,GNG7,GNG10,GNG11,GNGT1,GNGT2,TUBB2B,KIFC3,PDCL,GNG13,TUBA8,PFDN1,PFDN2,PFDN4,PFDN5,GNG2,FBXW5,WRAP53,FBXW7,GNG12,GNB4,ACTB,RGS7,KIF13A,FBXW4,SKIV2L,STAT3,TCP1,TCP1,TP53,CCT3,CCT3,TUBA4A,TUBA3C,TUBB2A,VBP1,TUBA1A,TUBAL3,TUBB1,USP11,LONP2,FBXW9,TUBB6,TUBA1C,RGS11,RGS9,HDAC3,SPHK1,CCNE1,CCT6A,CCT6A,CCNE2,GNG8,RGS6,GNA14
R-HSA-390471	DCAF7,FBXW10,NOP56,ARFGEF2,CCT7,CCT7,CCT4,CCT4,CCT2,CCT2,CCT6B,CCT6B,CCT8,CCT8,FKBP9,XRN2,CCT5,CCT5,FBXW2,FBXL3,FBXL5,FBXO6,FBXO4,GBA,GAPDHS,AP3M1,KIFC3,FBXW5,WRAP53,FBXW7,KIF13A,FBXW4,SKIV2L,STAT3,TCP1,TCP1,TP53,CCT3,CCT3,USP11,LONP2,FBXW9,HDAC3,SPHK1,CCNE1,CCT6A,CCT6A,CCNE2
R-HSA-390522	DES,DMD,TMOD4,TMOD3,TMOD2,MYBPC1,MYBPC2,MYBPC3,MYH3,MYH6,MYH8,MYL1,MYL2,MYL3,MYL4,NEB,ACTA1,ACTC1,TMOD1,TNNC2,TNNC1,TNNI1,TNNI2,TNNI3,TNNT1,TNNT2,TNNT3,TPM1,TPM2,TPM3,TPM4,TTN,VIM,TCAP,ACTN2,ACTN3
R-HSA-390648	CHRM1,CHRM2,CHRM3,CHRM4,CHRM5
R-HSA-390650	HRH3,HRH1,HRH2,HRH4
R-HSA-390651	DRD1,DRD2,DRD3,DRD4,DRD5
R-HSA-390666	HTR1A,HTR1B,HTR1D,HTR1E,HTR1F,HTR2A,HTR2B,HTR2C,HTR4,HTR5A,HTR6,HTR7
R-HSA-390696	ADRA1D,ADRA1B,ADRA1A,ADRA2A,ADRA2B,ADRA2C,ADRB1,ADRB2,ADRB3
R-HSA-3906995	MUC12,SPON2,SPON1,POMT1,B4GAT1,ADAMTS13,ADAMTS8,ADAMTS5,ADAMTS7,ADAMTS6,MUCL1,MUC17,ADAMTS14,MUC15,B3GLCT,SBSPON,DAG1,ADAMTS15,ADAMTS16,ADAMTS17,ADAMTS18,ADAMTS19,MUC20,THSD7A,GALNT3,MUC19,C1GALT1C1,POMT2,ADAMTSL5,MUC21,LFNG,MUC1,MUC3A,MUC4,MUC5AC,MUC6,MUC7,NOTCH1,NOTCH2,NOTCH3,NOTCH4,CFP,SEMA5B,ADAMTSL4,POMGNT1,THSD1,MUC13,C1GALT1,ADAMTS9,ADAMTSL3,THBS1,THBS2,MUC5B,GALNT12,THSD4,ADAMTS20,THSD7B,ADAMTS12,ADAMTS10,SEMA5A,LARGE1,ADAMTSL1,MUC16,ADAMTS4,ADAMTS3,ADAMTS2,ADAMTS1,ADAMTSL2
R-HSA-390918	ACOT8,ECI2,SLC25A17,SLC27A2,ACOT4,CRAT,EHHADH,ABCD1,ALDH3A2,MLYCD,AMACR,HACL1,DECR2,NUDT7,ACAA1,HSD17B4,NUDT19,ACOX1,HAO2,PHYH,CROT,ACOXL,PECR,SCP2,ACOT6,ACBD4,ACOX2,ACOX3,ACBD5
R-HSA-391160	SIRPB1,SIRPA,SIRPA,PTK2B,FYB1,GRB2,SIRPG,PTK2,PTPN6,PTPN11,SFTPD,SFTPA1,SRC,SFTPA2,TYROBP,SKAP2,CD47,CD47
R-HSA-391251	DCAF7,TUBA1B,TUBB3,TUBB4A,TUBB4B,PFDN6,FBXW10,NOP56,ARFGEF2,CCT7,CCT7,CCT4,CCT4,CCT2,CCT2,GNB5,CCT6B,CCT6B,CCT8,CCT8,TUBA3E,FKBP9,TUBA3D,TBCB,CSNK2A1,CSNK2A2,CSNK2B,XRN2,CCT5,CCT5,FBXW2,FBXL3,FBXL5,FBXO6,FBXO4,GBA,GAPDHS,AP3M1,GNA11,GNA15,GNAQ,GNB1,GNB2,GNB3,GNG3,GNG4,GNG5,GNG7,GNG10,GNG11,GNGT1,GNGT2,TUBB2B,KIFC3,ARL2,PDCL,GNG13,TUBA8,PFDN1,PFDN2,PFDN4,PFDN5,GNG2,FBXW5,WRAP53,FBXW7,GNG12,GNB4,ACTB,RGS7,KIF13A,FBXW4,SKIV2L,STAT3,TBCA,TBCC,TBCD,TBCE,TCP1,TCP1,TP53,CCT3,CCT3,TUBA4A,TUBA3C,TUBB2A,VBP1,TUBA1A,TUBAL3,TUBB1,USP11,LONP2,FBXW9,TUBB6,TUBA1C,RGS11,RGS9,HDAC3,SPHK1,CCNE1,CCT6A,CCT6A,CCNE2,GNG8,RGS6,GNA14
R-HSA-391903	CYSLTR1,PTGDR2,LTB4R,OXER1,GPR17,LTB4R2,CYSLTR2,PTGDR,PTGER1,PTGER2,PTGER3,PTGER4,PTGFR,PTGIR,TBXA2R
R-HSA-391906	CYSLTR1,LTB4R,GPR17,LTB4R2,CYSLTR2
R-HSA-391908	PTGDR2,PTGDR,PTGER1,PTGER2,PTGER3,PTGER4,PTGFR,PTGIR,TBXA2R
R-HSA-392023	ADRA2A,ADRA2B,ADRA2C
R-HSA-392154	KCNMB2,IRAG1,PDE10A,KCNMB3,KCNMB4,GUCY1A2,GUCY1A1,GUCY1B1,ITPR1,KCNMA1,KCNMB1,NOS1,NOS2,NOS3,PDE11A,PDE1A,PDE2A,PDE9A,PDE1B,PRKG1,PRKG1,PRKG2,PRKG2,PDE5A
R-HSA-392170	GNB5,GNAI1,GNAI2,GNAI3,GNB1,GNB2,GNB3,GNG3,GNG4,GNG5,GNG7,GNG10,GNG11,GNGT1,GNGT2,GNAT3,GNG13,GNG2,GNG12,GNB4,P2RY12,GNG8
R-HSA-392451	AKT3,GNB5,PIK3R6,AKT1,AKT2,PIK3R5,GNB1,GNB2,GNB3,GNG3,GNG4,GNG5,GNG7,GNG10,GNG11,GNGT1,GNGT2,RHOA,PDPK1,GNG13,PIK3CG,GNG2,GNG12,GNB4,GNG8
