	Genes
GO:0007049	GMNC,NUPR2,KLLN,MCIDAS,DCDC1,CDK2AP1,TM4SF5,GAK,MAPK13,TP73,BIRC5,KLK10,SIAH2,SUV39H1,OIP5,EPB41L2,DYRK3,GAS2,EVI5,BRINP1,CREBL2,CCNT1,CCNT2,RAB11FIP3,PRPF40A,KATNA1,USP2,RFPL1,CDC123,TUSC2,CCNK,RNF8,STK10,KLHL18,CCNDBP1,FAM107A,PAK4,NR3C1,PRNP,GNAI2,KRT18,GNAI3,CLTA,EPB41,RALA,RALB,PIM1,SRC,MYOG,ZNF16,TRIM21,CSNK2A2,TAF1,MAPK3,MAPK1,DUSP1,RBL1,MAPK4,DDIT3,AHR,PPP1CC,RGS2,MAP3K8,MKI67,CSNK1A1,LIG3,LIG4,CDKN1C,CDK7,RASSF2,HCFC1,DYNLT3,RPS6KA3,CCNH,MAPK12,GAS1,SIK1,MLF1,ANAPC15,CKS1B,PSME3,PPP1CA,PPP1CB,ARF6,BLCAP,GNAI1,RACK1,CSNK2A1,RAE1,TXNL4A,ERH,PRR5,HNRNPU,INSM1,PRKCE,PRKCD,RBL2,RBBP4,EP300,SMARCB1,CHAF1A,CHAF1B,MAPK7,ITGB3BP,IKZF1,PIN1,TP53BP2,CAMK1,TFDP1,TFDP2,E2F2,NEDD9,HEPACAM,WTAP,ZMYND11,RPS6KA1,TERF2,STK11,PKN2,MAPK6,ERCC6L,TBRG1,USP39,FIGN,SPDYC,SPOUT1,AVPI1,LIN9,RIF1,DAB2IP,STEAP3,E4F1,KCTD11,CDCA2,SPECC1L,CCSAP,PYHIN1,LIN54,TET2,TRNP1,MIS18BP1,CDC73,PMF1,BORA,DCLRE1A,USP17L2,TMPRSS11A,ZBTB49,STOX1,BRINP3,MAEA,VASH1,STRADA,MICAL3,THAP5,CNTRL,CENPV,TLK2,CUZD1,PIM3,ZC3HC1,SIAH1,CCAR1,MRPL41,DDIAS,GSPT2,BOD1L2,HACE1,KMT2E,CDK20,CCAR2,BANP,POC5,SPC24,HJURP,TENT4B,RCBTB1,PIK3C3,APPL2,NUP43,NUP37,DBF4B,NEDD1,CDC26,CTCFL,GADD45GIP1,MPLKIP,URGCP,NEK9,CABLES1,RB1CC1,PARD3,PARD3B,CHTF18,PPP1R1C,PCNP,AHCTF1,PRCC,KAT2B,ARHGEF2,USP9X,PTP4A1,TTC28,ARL8A,ENTR1,CCDC124,ANAPC16,MTBP,SENP5,SGSM3,AJUBA,LMLN,MARK4,NSMCE2,UHRF2,NEK1,KIF20B,HMCN1,UHRF1,GPER1,CDCA3,CGREF1,CGRRF1,TSG101,SPIN2A,SPAG8,SPIN2B,PDCD2L,PELO,ANAPC13,RHNO1,PIMREG,MARVELD1,FSD1,CABLES2,RIOK2,CINP,BEX2,LRRCC1,BRINP2,STRADB,USP44,RBM38,KIF13A,TRIOBP,TSPYL2,RASSF4,TXNIP,RGCC,SUV39H2,ACTR8,WDR6,BRD7,CYLD,BIRC6,HELLS,RASSF1,TXLNG,FANCI,ARL8B,THAP1,TXNL4B,MAP3K20,MIS18A,HMG20B,RCC2,KLHL9,KLHL42,EIF2AK4,KLHL13,APEX2,MCM8,KLHL21,ANAPC5,ANAPC4,ANAPC2,ING1,APPL1,TLK1,CASP8AP2,MCTS1,CCPG1,ANAPC10,CDC14A,ING4,CEP131,USP22,CEP164,DMTF1,RUVBL1,RABGAP1,FAM32A,YTHDF2,CD2AP,EID1,DYNC1LI1
GO:0007051	AURKA,RGS14,TTK,KIF11,CHD3,CKAP5,KIZ,ASPM,AURKB,SPAG5,NTMT1,AUNIP,TRIM36,CEP72,UVRAG,KNSTRN,KNSTRN,KIZ,AUNIP
GO:0007052	KIF2A,EML1,NDC80,KIF3B,WDR62,CLASP2,TACC1,TNKS,TACC2,PCNT,CCNB1,STMN1,RCC1,MAP4,TTK,MECP2,KIF11,PLK1,RAN,GPSM2,CENPE,DCTN2,DCTN2,DYNC1H1,STIL,TBCE,EFHC1,EFHC1,CLASP1,RMDN1,SPC25,NEK6,INTS13,PLK2,PLK2,BCCIP,CEP126,SUN2,NUDC,SBDS,TACC3,TUBG1,KIF4A,EFHC2,CKAP5,DLGAP5,PTPA,AURKA,DCTN6,KIF4B,STIL,CENPH,WDR62,AURKB,NUF2,EFHC1,AURKC,DCTN2,TUBG2
GO:0007056	TUBB8,SEPTIN1
GO:0007057	AURKA,CCNB2,FBXO5
GO:0007059	DDX3X,RIOK3,NDC80,BIRC5,RGS14,CIAO1,TOP3B,NR3C1,SLC25A5,TOP2A,TOP2A,TOP2A,ERCC2,RCC1,RPS3,PPP2R1A,BRCA1,CENPF,CENPF,CTCF,NEK2,UBE2I,CENPE,CENPC,NUMA1,ABRAXAS2,CENPW,CENPW,SGO1,CDCA2,PMF1,CEP85,TLK2,PHF13,SKA3,HJURP,HJURP,NUP43,NUP37,SKA2,USP9X,SKA1,ARL8A,CENPT,CENPN,SPAG5,SRPK1,CDK5RAP2,SETDB2,MMS19,NTMT1,NUF2,NDEL1,MIS12,MIS12,USP44,CDT1,CIAO2A,NAA60,SPC25,NEK6,INCENP,ARL8B,BEX4,UVRAG,CIAO2B,KNSTRN,BANF1,CDK5RAP2,SPC25,CENPT,DLGAP5,CENPH,PMF1,NEK11,OIP5,TTK,TLK2,SKA1,NEK2,NDE1,PPP2R1A,SKA2,NEK8,TOP1,NDEL1,CENPW,MIS18A,SKA3,TLK1,SPC24,BANF2
GO:0007060	MEIKIN,MLH1,MEIKIN,TEX11
GO:0007062	RAD51C,REC8,MRE11,PLK1,PLK1,SMC1A,KIF22,TENT4A,SMC5,STAG2,STAG2,STAG2,FBXW7,DDX11,PHB2,MCMBP,HDAC8,SMC3,SMC3,STAG1,ESCO2,STAG3L3,STAG2,STAG3L4,STAG3,SMC1B,STAG3L1,STAG3L2,ESCO1,SMC1A
GO:0007063	BUB1
GO:0007064	CHTF8,CDC20,SMC1A,PDS5A,NIPBL,POGZ,SMC1B,HASPIN,CDCA5,CDCA5,CDCA5,PDS5B,REC8,CDCA5,SMC3,NAA50,PDS5B,PDS5A,RAD21,RAD21L1
GO:0007066	RAD51C
GO:0007072	SIRT7
GO:0007076	AKAP8,SMC2,NCAPD3,NCAPD3,PLK1,NCAPH,NCAPH,NCAPH,NCAPD2,NCAPD2,NCAPD2,TENT4A,NCAPH2,PHF13,TTN,CDCA5,NCAPG,NCAPG,NUSAP1,CHMP1A,KMT5A,SMC4,AKAP8L,SMC2,NCAPH,NUSAP1,SMC4,NCAPD2,PHF13,NCAPG,NCAPD3
GO:0007077	CTDNEP1,PRKCB,PRKCA,PLK1,LPIN1,VRK1,NEK6
GO:0007079	CENPE,KPNB1,DLGAP5,KATNB1
GO:0007080	ZW10,CHMP2A,VPS4B,CCNB1,NUP62,RAB11A,CENPE,DCTN2,CUL3,CUL3,BECN1,KIF22,KPNB1,RRS1,KIF14,EML3,EML3,CEP55,CDCA8,PSRC1,CHMP1B,ANKRD53,KIF18A,PDCD6IP,CHMP7,PIBF1,PINX1,CHMP4C,SPDL1,SEH1L,CDCA5,CHMP6,BOD1,KIF2C,KIFC1,CHMP4A,CHMP4B,EML4,CHMP1A,CHMP5,CDC23,VPS4A,CHMP2B,NUDC,CHMP3,CCNB1,SPDL1,ANKRD53,CDCA5,PSRC1
GO:0007084	RCC1,UBE2I,REEP3,ANKLE2,SIRT2,REEP4,SPAST,VPS4A
GO:0007088	PRMT5,DAPK3,OBSL1,RCC1,CDC25C,MKI67,CAV2,NEK2,CDC42,PIN1,CDK13,CUL7,BORA,CUL9,FBXW5,PDXP,KIF20B,PKMYT1,CCDC8,L3MBTL1,FBXO43,CUL9,CCDC8,BORA,CDCA2,MKI67,FBXO5,CUL7
GO:0007089	MDM2,CDK10,CDC6,MTBP
GO:0007091	BUB1B,CDC27,TACC3,ANAPC7,CDC27,ANAPC1,CDC23,CDC16
GO:0007093	ZW10,BUB1,BUB1B,ZWILCH,NABP1,NABP2,ZWINT,CHFR
GO:0007094	ZW10,ZNF207,ZNF207,ZWINT,TPR,APC,CENPF,KNTC1,PLK1,IK,MAD2L1,ATM,TRIP13,KLHL22,TEX14,PSMG2,SPDL1,AURKB,MAD2L2,MAD1L1,MAD1L1,ZNF207,BUB1,KLHL22,BUB1B,ZW10,TEX14,KNTC1,TTK,MAD1L1,MAD2L1,BUB3,ZWILCH
GO:0007095	FOXN3,CHEK1,CDC14B,NBN,SYF2,BRCA1,BRCA1,BRCA1,CDKN1A,BRCC3,BRCC3,BRCC3,HMGA2,PLK1,BLM,FOXO4,ATM,MRNIP,RINT1,ABRAXAS1,ABRAXAS1,ABRAXAS1,TAOK1,TICRR,BRSK1,CDK5RAP3,UIMC1,UIMC1,UIMC1,UIMC1,UIMC1,TAOK3,CLSPN,TRIM39,BABAM1,BABAM1,BABAM1,BABAM2,DONSON,DTL,NOP53,TAOK2,FZR1,MRE11,TOPBP1,MRNIP,CDK1,NBN,TICRR,BABAM1,CLSPN
GO:0007096	ZW10,CDKN1B,KNTC1,MAD2L1BP,NPM2,SIRT2,PPP1R9B,ANLN,CDC23,CDC14A,CDC14C,CDC14B
GO:0007097	SLC9A3R1,SLIT1,NTN1,CDC42,SYNE2,SUN2,FHOD1,DCTN1,SYNE3,PAFAH1B1,DYNC1H1,FBXW11,CLMN
GO:0007098	HEPACAM2,PPP1R12A,CETN3,XRCC2,HAUS5,CDK1,NPM1,FES,GADD45A,ARL2,NUP62,BRCA1,PLK1,PLK1,SLC16A1,GOLGA2,GOLGA2,CHD3,CKAP5,CKAP5,PCLAF,PCM1,CROCC,HAUS3,CEP68,HAUS6,SDCCAG8,CROCCP2,CROCCP3,CEP120,HAUS1,BBS4,CDK5RAP2,HAUS7,HAUS8,CEP44,HAUS4,PARD6A,HAUS2,UVRAG,UXT,TUBE1,SSX2IP,CEP120,HEPACAM2,HAUS3,HAUS5,PARD6B,HAUS1,HAUS2,PARD6G,KIAA1614,PCM1,HAUS7,HAUS4,G3V2T6,PARD6A,HAUS8
GO:0007099	PLK4,PLK4,PLK4,CCP110,CCP110,WDR62,OFD1,CEP152,CDK2,CETN2,KIAA0753,CCDC57,CEP135,SASS6,SASS6,SASS6,CNTROB,CNTROB,POC1B,CEP63,CEP63,CDK5RAP2,CEP295,CEP44,CENPJ,CENPJ,CEP72,CNTROB,DEUP1,CEP152,CEP192,CETN1,CEP63,CCP110,CDK5RAP2,CETN2,RTTN
GO:0007100	AURKA,KIF3B,NUP62,KIF11,NDEL1,NDE1
GO:0007112	SHCBP1L
GO:0007113	UBA3,CIB1,PLK3
GO:0007127	CKS2,M1AP,ZCWPW1,PSMD13,MEI1,BCL2L11
GO:0007129	MEI4,MSH4,SUN1,CCNE2,CCNE1,MLH1,MRE11,DMC1,SYCP1,MAJIN,IHO1,SIX6OS1,MEIOB,ANKRD31,TERB1,TERB2,SPATA22,MAEL,NDC1,TEX15,ZCWPW1,ZCWPW1,PRDM9,SIRT7,SIX6OS1,TERB1,RNF212B,PSMC3IP,RNF212,TERB2,KASH5,FANCD2,MEI4,IHO1,MAJIN
GO:0007130	SYCE3,MEIOC,SYCE1L,BAG6,SYCP1,SYCP1,TRIP13,SPO16,SYCE2,HORMAD1,SYCE1,P3H4,EHMT2,SYCP2,AGO4,MLH3,STAG3,SPO11,HORMAD1,RAD21L1,SYCE3,TEX15,TEX12,RAD21,TEX11,SPO16,REC8
GO:0007131	SYCE3,RNF212B,RAD51B,MSH4,RAD21,REC8,MRE11,MRE11,ATM,DMC1,SYCP1,TRIP13,RNF212,SPO16,SHOC1,UBR2,TEX11,TOP6BL,TEX19,RAD50,KLHDC3,CCNB1IP1,PSMC3IP,MLH3,RAD54B,TOP6BL,RAD51,MND1,DMC1,SYCE3,CNTD1,MSH5,TRIP13,CCNB1IP1,TEX11,SPO16,RAD51D,SPO11,RAD54L,MSH3,RAD51C
GO:0007140	FANCA,HSPA2,TDRD12,BRDT,SPDYA,FIGNL1,TEX14,UBR2,TAF1L,MEIOB,TEX19,TDRD9,KIF18A,ASZ1,TEX15,AGO4,DDX4,CYP26B1,CATSPERZ,MLH3,TDRKH,MAEL,TEX14,SYCP2,TEX15
GO:0007141	BTBD18,RAD51C,HSF2BP,REC8,UBB,MYBL1,BRCA2,HSPA2,CCNA1,DMC1,TRIP13,BRDT,UBR2,DMRTC2,SYCP3,MEIOB,TDRD9,MOV10L1,SLC25A31,ING2,DDX4,SLC2A8,FOXJ2,DNMT3L,FOXJ3,ZSCAN21,SPO11,MEIOC
GO:0007143	EREG,WEE2,PRKAR1A,TOP2A,MARF1,SYCP2
GO:0007144	HSF2BP,UBB,CDC25B,BRME1,TRIP13,MEIOB,MLH3,MEIOC
GO:0007154	CCL16,OIP5,ANG,FREM3,NF1,CCL18,SLC8A3,NRG1,TRIP10,FREM1,FREM2,FRAS1,GJD3,KREMEN1,CCL19,SNTG1,ENPP5,SLC8A2
GO:0007155	LMLN2,SSPOP,IZUMO1R,COL6A6,COL6A5,ARVCF,CHL1,PODXL,ISLR,ADGRB1,PTPRT,NCAN,TOR1A,CASK,PDZD2,INPPL1,RS1,ADAM12,EFS,TGFB1I1,MTSS1,CHST10,PSTPIP1,EDIL3,SUSD5,NUAK1,NRP2,DSCAM,PLXNC1,NPHS1,SORBS3,LPXN,ADAM23,LRRN2,CNTN5,NFASC,FARP2,CLSTN1,BMP10,ITGBL1,ADA,CD4,FN1,AMBP,BGLAP,VTN,VWF,ATP1B1,APP,ITGB3,ITGB3,ITGB2,ICAM1,ITGB1,ITGAV,GP1BA,LAMB1,THBS1,HCK,ITGA5,RPSA,FREM3,SPP1,PTPRF,HAPLN1,LAMC1,ITGAM,COL6A1,COL6A2,COL6A3,GP1BB,CCL4,CCL2,NCAM1,VCAN,CEACAM1,CEACAM1,SELL,GP9,B4GALT1,CD44,SELP,ACAN,ITGB4,ATP2A2,CD36,PRKCA,ITGA2,ITGA2,ENG,VCL,ITGB6,CDH2,VCAM1,CD22,ITGAL,ITGAX,COL5A1,MAG,S1PR1,S1PR1,KITLG,IBSP,CD72,CD9,TNXB,CDH3,ACHE,NME2,ANOS1,OMG,PRPH2,IL32,LAMA2,TNC,APC,FPR2,ACKR3,AZGP1,LAMA1,ITGB7,ITGB8,DPP4,COL8A1,EPHA2,EPHA3,EPHA8,L1CAM,CCR1,CTNNA1,CTNNB1,THBS2,MYH10,ACTN2,IGFALS,SPAM1,ITGAE,COL15A1,COL18A1,GP5,CD96,ABL2,MCAM,CXCL12,CD151,ADGRE5,PXN,CX3CR1,CX3CR1,CXCR3,ENTPD1,BCAM,ATP4B,CCL11,CCR3,CCR8,APLP1,BMX,PRKX,EFNB2,EPHB4,EPHA4,EMP2,SLURP1,MFAP4,AFDN,CDH4,CDH6,CDH8,CDH11,CDH15,LGALS4,BCAR1,IL2,RND3,ARF6,RHOB,RAC1,SIRPA,CNTNAP1,CX3CL1,RELN,ADAM17,SRPX,TNFAIP6,DGCR2,EFNB1,MYBPC1,COL4A3,PRKCE,CNTN2,COL7A1,APBA1,DSC2,DST,ROM1,CD164,TYRO3,COL16A1,DPT,SCN1B,DDR1,LGALS3BP,MFGE8,SPOCK1,TROAP,CNTN1,CDH17,FAP,ARHGAP5,MMRN1,MYBPH,SLAMF1,ITGB3BP,MSLN,ADAM9,ADAM9,LSAMP,MADCAM1,SEMA5A,TPBG,ALCAM,LAMC2,ITGA9,PKP1,COL4A6,NID2,DSG2,DGCR6,SCARF1,LY6D,SELPLG,ADGRE1,FLOT2,MYBPC2,HES1,NEDD9,FAT1,HABP2,DSC3,SSPN,MYBPC3,OPCML,COL19A1,HEPACAM,POSTN,PGM5,NECTIN1,PTPRK,CDSN,CD226,IGFBP7,LAMA4,PKN2,MOG,CYP1B1,DDR2,AOC3,COL28A1,CDON,SVEP1,FBLN7,FLG2,FREM2,CERCAM,HES5,THEMIS2,SPECC1L,ASTL,GRHL2,RGMB,KIRREL2,MPZL3,OLFM4,AMTN,MAEA,CUZD1,HAPLN4,PPFIBP1,EGFL6,IZUMO1,AGGF1,CADM2,CD177,CHST4,CADM4,CD99L2,SPACA4,STAB2,MUC16,CNTNAP5,TM9SF4,PTPRU,SYMPK,HAS1,SEMA4D,NEO1,NINJ1,FERMT2,FERMT2,PBXIP1,BCAN,LMLN,CNTNAP3B,MAGI1,ERBIN,HAPLN3,CSF3R,AMELX,CGREF1,FEZ1,COL12A1,CIB1,OMD,FERMT1,FERMT1,MXRA8,BOC,EMILIN2,CNTNAP3,PRKD2,CNTNAP4,HAPLN2,PNN,TTYH1,CDHR5,LY9,AMBN,TNFRSF12A,SLAMF7,CASS4,STAB1,AATF,FLRT1,ADAM22,NTM,SIRPG,CNTN3,JCAD,CTNNAL1,CFDP1,CD300A,CNTNAP2,EGFL7,ADGRE2,TINAG,AJAP1,ITGA11,CLEC4A,IGSF9B,CNTN6,CTNND2,CLCA2,GNE,SSX2IP,RIPOR2,TLN2,LOXL2,ADGRG1,EMILIN1,ROBO1,CCN3,CDHR5,MAG,ICAM1,CLDN34,COL5A1,PCDHB16,ADAM32,PCDHA13,PCDHGA10,PCDHGA11,PCDH8,PCDHB12,SIGLEC9,PCDHGA5,SIGLEC10,CDHR1,CDHR4,PCDH11X,CLDN25,PCDH12,TGFBI,PCDH20,PCDHB6,ADAM5,CLDN16,CLDN1,PCDHGC5,PCDHB10,PCDH18,PCDH15,PCDHA12,FER,CD44,PCDHGB7,FGB,CLDN10,PCDHGC3,PCDHGB2,PCDHAC2,PCDHA2,SRC,CLDN24,CLDN6,SIGLEC6,PCDHGA4,TNR,PCDHA11,CCN5,PCDH19,PCDHA3,ADAM2,CCN1,POSTN,CCN6,FES,PCDHGB5,PCDHA1,CDH16,PCDHGB3,PCDHAC1,CLDN17,PCDHB3,PCDHGB1,CLDN8,SPP1,NINJ2,CLDN11,PCDH17,SPON1,PCDH10,SIGLEC14,ADAM18,ICAM3,CLDN19,CLDN3,CD33,CLDN5,CLDN9,NINJ1,PCDHA6,CLDN14,CLDN2,PCDHB14,PCDHGA8,SIGLEC8,PCDHGC4,PCDHB7,PCDHB13,SIGLEC11,FOLR3,PCDH11Y,EMP2,PCDHB18P,SIGLEC5,IZUMO1R,CLDN20,PCDH7,SIGLECL1,PCDHA7,PCDHB11,SIGLEC16,PCDHA9,CLDN18,PCDHGB4,SIGLEC7,PCDHGA9,SIGLEC12,AMBN,PCDHB4,PCDHA8,PARD3,PCDHGB6,GPNMB,PCDH1,PCDHGA7,FIBCD1,ICAM5,H7BZU6,CLDN22,PCDHGA1,PCDHB1,FOLR1,CCN2,PARD3B,PCDHGA12,PCDHGA6,PCDHA10,PTK7,PCDHGA3,PCDHA5,PCDHB9,SPON2,CCN4,PCDHB2,VCAM1,FOLR2,CLDN7,PCDHB5,ICAM4,PCDHGA2,PCDHB15,PCDH9,PCDHA4,CLDN4,CLDN23,ICAM2,CLDN15,PCDHB8
GO:0007156	CDHR4,PTPRT,PCDH17,PLXNB2,PCDH7,PCDHGA12,DSCAM,MPZL2,CDH16,CLSTN1,PCDH8,ITGB1,CEACAM5,RET,CDH1,CDH1,CEACAM1,CEACAM1,PECAM1,CDH3,PTPRM,DSG3,CDH5,CEACAM6,CEACAM6,CDH6,CDH8,CDH11,CDH12,CDH13,CDH15,PKD1,DSG1,DSC2,PCDH1,DSC1,TRO,CDH17,CDH18,DSG2,FAT1,DSC3,NECTIN1,SDK2,SDK2,IGSF11,FAT4,DCHS2,CDHR3,SDK1,AMIGO2,DSG4,CDH24,AMIGO1,CDH26,KIRREL3,CADM3,PCDH20,PCDH19,DSCAML1,FAT3,NECTIN2,ESAM,CDHR1,DCHS1,PCDH15,PCDHB18P,CLSTN3,CADM1,CDHR2,PCDH11X,PCDH11Y,PCDHAC1,CDH19,CDH23,CLSTN2,CDHR5,CDH20,PCDH9,ROBO2,PCDH18,CELSR2,PCDH12,NECTIN3,PCDHB16,CELSR1,CELSR3,FAT2,TENM3,PCDH10,CD84,CDH22,CDH9,CDH7,PLXNB3,PCDHB8,PCDHB10,PCDHGC3,PCDHGB4,PCDHA7,PCDHA6,PCDHA4,PCDHA12,PCDHB9,PCDHB7,PCDHB6,PCDHB5,PCDHB4,PCDHB3,PCDHB2,PCDHB15,PCDHB14,PCDHB13,PCDHB12,PCDHB11,PCDHB1,PCDHGC5,PCDHGC4,PCDHGB7,PCDHGB6,PCDHGB5,PCDHGB3,PCDHGB2,PCDHGB1,PCDHGA9,PCDHGA8,PCDHGA7,PCDHGA6,PCDHGA5,PCDHGA4,PCDHGA3,PCDHGA2,PCDHGA11,PCDHGA10,PCDHGA1,PCDHA9,PCDHA8,PCDHA5,PCDHA3,PCDHA2,PCDHA13,PCDHA11,PCDHA10,PCDHA1,PCDHAC2,NPTN,ROBO1,CDH10,PVR,NECTIN2,VSTM2L,CDH13,SDK2,CDH2,IGSF21,NECTIN1,NECTIN4,PALLD,IGFN1,DSCAML1,IGSF9,ROBO3,BSG,L1CAM,CNTN4,CNTN2,NPTN,EMB,NEXN,ROBO4,NECTIN3,MYPN,OBSL1,DSCAM,SDK1,CDH17,HMCN1,MYOT,CNTN6,CDH4
GO:0007157	GRID2,ADGRL1,CRTAM,CRTAM,ICAM1,CEACAM5,UMOD,SELE,CDH2,VCAM1,ITGAL,CBLN1,PTPRD,CD6,CEACAM8,CEACAM8,CEACAM6,CEACAM6,CEACAM6,LGALS7,CDH4,CXADR,CXADR,CD164,REG3A,ALCAM,NECTIN1,FAT4,AMIGO2,AMIGO1,AMIGO3,JAML,JAML,JAML,CADM3,NLGN1,SCARF2,DCHS1,CADM1,CD209,IL1RAPL1,NECTIN4,SELP,HMCN1,SELE,TENM4,TENM2,PVR,CRB1,ADGRL1,IGSF21,NECTIN1,JAML,TENM1,TENM3,CRB2,NECTIN3
GO:0007158	NCAM2,RET,CDK5R1,CNTN4,NLGN4X,NLGN1,NLGN1,NLGN1,NLGN4Y,NLGN2,TNR,NLGN3,NINJ2,NRXN2,NRXN1,NRXN3,ASTN1,NLGN4X,ASTN2,NLGN2,CEL,NLGN1,NLGN3,NLGN4Y
GO:0007159	ITGB2,ICAM1,ITGB1,APOA4,UMOD,PTPRC,CCL5,ITGA4,EZR,SELP,PECAM1,SELE,VCAM1,VCAM1,VCAM1,ITGAL,ITGAL,NT5E,MSN,CD40LG,SYK,ROCK1,GFUS,TNIP1,CERCAM,FERMT3,CD177,CLEC4M,CD209,F11R,CD177,OLR1,FERMT3
GO:0007160	TMEM8B,ITGB1BP1,BCL2L11,SGCE,PPFIA2,TECTA,ITGA10,ECM2,LYPD3,COL3A1,FGA,FGB,FGG,VTN,VTN,ITGB3,ITGB3,ITGB2,ITGB1,ITGB1,ITGB1,ITGAV,ITGAV,ITGAV,ITGA2B,CD63,SRF,ITGA4,ITGA4,NID1,CD44,ITGB4,ITGA2,ITGA2,ITGB5,VCL,VCAM1,ITGAL,TNXB,COL5A3,ITGA3,ITGB7,ITGB7,ITGB8,CCN2,HOXD3,L1CAM,CTNNB1,CD96,PXN,THBS3,BCAM,ITGA8,ITGA8,EMP2,ITGA1,ADAMTS12,RHOA,RAC1,PKD1,CDK5,TIAM1,PPFIA1,ADAM9,ADAM15,MADCAM1,ITGA7,ZYX,FREM1,COL13A1,NPNT,ADAMTS13,SNED1,TSC1,EDA,FERMT2,FERMT2,DEFB118,MUC4,SORBS1,JAM3,SIGLEC1,PARVG,FBLN5,ITGA11,ITGA11,MKLN1,EPDR1,COL17A1,HPSE,ANGPTL3,TIMM10B,LYVE1,EMILIN1,HPSE,CD96,FERMT1,OTOA,FERMT3,ITGB4,STRCP1,H3BM21,FERMT2,FGG,FN1,TNN,ITGB1,COL13A1,NID2,MSLN,STRC,ITGB7,MSLNL,ITGB2,ITGBL1,ITGB6,ITGB5,ILK,ITGB3,FGB,CD34
GO:0007161	FN1,ITGB1,PKD1,VWA2
GO:0007162	PODXL,ADAM10,ADAM10,ADAMDEC1,PLXNB1,DSCAM,LPXN,DAB1,KNG1,HRG,SPN,RASA1,MDK,ERBB3,FBLN1,TNC,DUSP1,EPHB2,ACVRL1,ARHGDIA,ARHGDIB,CDH13,CD164,PDE3B,SEMA5A,ANGPT1,TGFBI,MIA3,DACT2,CBLL1,RND1,SEMA4D,SIPA1,ARHGDIG,ADAM22,PLXNB3,RIPOR2,RIPOR2,PLXNB2,PLXNC1,PLXNB1,PLXNA1,PLXNA3,PLXNA4,PLXNA2,PLXNB3,PLXND1
GO:0007163	STK25,SPINT2,CLASP2,CD3G,CCL4,SPN,CTNNA1,CAP2,ACTB,CDC42,ACTR3,ACTR2,CRB1,CAP1,DLG1,MAP7,FAT1,SFRP5,RPGRIP1L,CARMIL2,CLASP1,PARD3,PARD6B,PARVA,CDC42BPB,RHOC,RAC2,RHOH,U3KQA9,RHOBTB3,FSCN2,RND2,PARD6A,FSCN3,PARD6G,RHOBTB2,PARD6B,RHOG,KIAA1614,PARVA,PARVB,U3KQV3,PARVG,RHOA,RND1,RHOBTB1,RND3,RAC3,FSCN1,RHOF,RHOD,RAC1,RHOB
