	Genes
GO:0000132	NDC80,FGF10,ZW10,SPRY2,SPRY1,ITGB1,PKHD1,GJA1,PAX6,HTT,PAFAH1B1,CENPA,PLK1,DYNLT1,GPSM2,GPSM2,MAD2L1,DCTN1,NUMA1,NUMA1,NUMA1,NUMA1,UBXN2B,SAPCD2,MISP,MISP,MCPH1,SPDL1,CDK5RAP2,NDE1,NSFL1C,CDK5RAP2,NUMA1,DCTN1,NDEL1,PAFAH1B1,ANKFN1,INSC,NDE1,FBXW11,SPDL1
GO:0000137	GOLGA2,LLGL1,GOLT1A,XYLT1,ATL1,NECAB3,TMEM59,SMPD3,GOLGA2,GOLGA8M,GOLGA8DP,GOLGA6A,GOLGA8Q,GOLGA8O,GOLGA8R,GOLGA8T,GOLGA6B,GOLGA8F,GOLGA8S,GOLGA2P5,GOLGA8J,GOLGA6D,GOLGA8N,GOLGA8B,GOLGA6C,GOLGA8H,NECAB3,GOLGA8IP,GOLGA8A,GOLGA8K,GOLGA8CP
GO:0000138	B4GALT1,SGMS1,HID1,GCC1,YIPF6,YIPF2,TMEM59,YIPF1,BET1L,HID1,BET1
GO:0000139	IRGM,MGAT4D,ARHGAP32,HEPACAM2,RHOD,RHOD,QSOX1,SLC33A1,SLC33A1,DNM1L,LST1,GOLIM4,GOLIM4,STK25,EBAG9,PLPP3,COPE,COPE,COPE,AP3D1,GOSR2,GOSR2,GOSR2,GOSR2,GOSR2,GOSR2,STX16,ADAM10,SEC16A,BET1,BET1,BET1,BET1,BET1,LEPROT,SURF4,SURF4,GRM6,TLR3,TLR3,ST8SIA5,ST8SIA5,YKT6,YKT6,YKT6,YKT6,YKT6,YKT6,YKT6,YKT6,YKT6,TAPBP,PJA2,ST8SIA3,ST8SIA3,B4GALT5,B4GALT5,B4GALT5,B4GALT5,B4GALT5,MBTPS2,MBTPS2,MBTPS2,B4GAT1,B4GAT1,B4GAT1,B4GAT1,B4GAT1,B4GAT1,CHST10,RNF13,TRAPPC3,KDELR3,KDELR3,KDELR3,CYTH3,CYTH3,AP1G1,AP1G1,AP1G1,AP1G1,AP1G1,AP1G1,STX6,B3GALT2,CREB3,CHST1,HS6ST1,MAN1A2,MAN1A2,MAN1A2,TPST1,TPST1,TPST1,B4GALT3,B4GALT3,B4GALT3,B4GALT3,B4GALT4,B4GALT4,B4GALT4,B4GALT4,TPST2,TPST2,TPST2,USO1,USO1,USO1,B4GALT2,B4GALT2,B4GALT2,B4GALT2,FAM20B,CBFA2T3,ATP2C2,ENTPD6,VAMP4,SEC22B,SEC22B,B3GALNT1,AP1G2,B3GAT3,B3GAT3,B3GAT3,GLCE,CLSTN1,GABARAP,CSPG5,RTN3,GOSR1,GOSR1,GOSR1,GOSR1,GOSR1,GOSR1,GOSR1,GOSR1,GOSR1,GOSR1,RASGRP1,TNKS,SNAPIN,GCNT3,GCNT3,CNIH1,LARGE1,LARGE1,LARGE1,SNAP29,RAB36,NDST3,FTCD,FTCD,B3GALT4,EGFR,LALBA,LALBA,NRAS,NRAS,HRAS,HRAS,KRAS,KRAS,PDGFB,PDGFB,PDGFB,INS,INS,INS,HLA-B,HLA-B,HLA-H,HLA-H,HLA-DRA,HLA-DRA,HLA-DQA2,HLA-DQA2,HLA-DQA1,HLA-DQA1,HLA-DRB1,HLA-DRB1,HLA-DQB1,HLA-DQB1,PDGFA,PDGFA,PDGFA,CD74,CD74,HLA-A,HLA-A,HLA-DPB1,HLA-DPB1,CYP2E1,HLA-DQB2,HLA-DQB2,PROS1,PROS1,RHO,RHO,RHO,RHO,RHO,RHO,CD55,CD55,CD55,GNAI3,FURIN,FURIN,FURIN,FURIN,FURIN,FURIN,FURIN,FURIN,FURIN,FURIN,FURIN,FURIN,FURIN,FURIN,FURIN,FURIN,FURIN,FURIN,FURIN,FURIN,FURIN,FURIN,ECE2,EEF1AKMT4-ECE2,HLA-C,HLA-C,SLC2A1,NCAM1,HLA-E,HLA-E,HLA-DRB4,HLA-DRB4,CD59,CD59,CD59,DRD2,B4GALT1,B4GALT1,B4GALT1,B4GALT1,B4GALT1,B4GALT1,B4GALT1,B4GALT1,B4GALT1,B4GALT1,FOLR1,FOLR1,FOLR1,CD1E,ST6GAL1,ST6GAL1,ST6GAL1,ST6GAL1,ST6GAL1,ST6GAL1,ST6GAL1,ABO,ABO,GJA1,HLA-G,HLA-G,ATF6,ATF6,ATF6,TNFRSF1A,FUT1,HLA-DPA1,HLA-DPA1,RAB6A,RAB6A,RAB6A,RAB6A,RAB6A,FUT3,FUT3,FUT3,FUT3,FUT3,OSBP,FUT4,KDELR1,KDELR1,KDELR1,KDELR1,KDELR1,KDELR1,KDELR1,MGAT1,NOS3,NOS3,NOS3,NOS3,HLA-F,HLA-F,HLA-F,GBP1,GBP2,MAN1A1,MAN1A1,MAN1A1,KDELR2,KDELR2,KDELR2,KDELR2,COPB2,COPB2,COPB2,BSG,BSG,ATP7B,ARL3,TRIM23,SREBF1,SREBF1,IFNGR2,CUX1,PRKCI,MTOR,ABCG1,NOTCH1,NOTCH1,NOTCH1,NOTCH1,NOTCH1,PLA2G4A,RAP1GAP,ARCN1,ARCN1,ARCN1,PITPNB,PITPNB,PITPNB,PITPNB,ARRB1,ARRB1,ARRB1,ARRB1,ARRB1,ARRB1,MAN2A2,TMED10,TMED10,TMED10,TMED10,TMED10,PSEN1,PSEN2,DNM2,DNM2,DNM2,DNM2,CAV2,CLCN3,CLCN5,FUT6,KPNA2,NDST1,NDST1,NDST2,NDST2,ARFIP1,ARFIP1,COPB1,COPB1,COPB1,COPA,COPA,COPA,EMP2,AP1S2,AP1S2,AP1S2,AP1S2,AP1S2,AP1S2,CAV3,TMEM50B,CORO7,GABARAPL2,GABARAPL2,GABARAPL2,CDC42,RAB8A,RAB2A,RAB10,RAB14,ARF3,ARF3,RND3,ST8SIA6,B2M,B2M,B2M,B2M,B2M,COPZ1,COPZ1,COPZ1,AP1S1,AP1S1,AP1S1,AP1S1,AP1S1,AP1S1,RRAS2,RAB1A,RAB1A,RAC1,SLC35A2,SLC35A2,SLC35A1,SLC35A1,ADAM17,ADAM17,ADAM17,ADAM17,HLA-DRB3,HLA-DRB3,TMF1,COG7,COG7,COG7,COG7,COG7,COG7,COG7,ARF1,ARF1,ARF1,ARF1,ARF1,ARF1,ARF1,ARF1,ARF1,ARF1,ARF1,ARF1,ARF1,PKD1,PKD1,PKD1,PKD1,PKD1,PKD1,ATP2C1,ATP2C1,B4GALNT1,B4GALNT1,GCNT1,CAV1,CAV1,CAV1,CAV1,NOTCH2,NOTCH2,ICA1,GAD2,GOLGA3,GOLGA2,GOLGA2,GOLGA2,GOLGA2,VAC14,VAC14,MGAT3,MGAT5,MGAT5,MGAT5,SLC10A7,MGAT2,MGAT2,MGAT2,MGAT2,GALNT2,GALNT2,GALNT2,GALNT2,GALNT1,GALNT1,GALNT1,GALNT1,AP1B1,AP1B1,AP1B1,AP1B1,AP1B1,AP1B1,FUT2,FUT2,FUT2,FUT5,FUT5,FUT7,ST3GAL1,ST3GAL1,ST3GAL1,ST3GAL1,ST3GAL1,ST3GAL3,ST3GAL3,ST3GAL3,ST3GAL3,ST3GAL3,ST3GAL3,ST3GAL3,ST3GAL3,ST3GAL4,ST3GAL4,ST3GAL4,ST3GAL4,ST3GAL4,ST3GAL4,ST3GAL4,SCAP,SCAP,SREBF2,SREBF2,SREBF2,MAP4K2,HYAL2,TMEM115,TMEM115,TMEM115,MALL,STX5,STX5,STX5,STX5,STX5,STX5,STX5,STX5,STX5,IL15RA,CLN3,CLN3,PLD1,GOLGA4,ROCK1,FZD5,SERINC3,RAB33A,SCARB2,GALNT3,GALNT3,GALNT3,MBTPS1,MBTPS1,MBTPS1,MBTPS1,COG2,COG2,COG2,COG2,COG2,COG2,COG2,GOLGB1,GOLGB1,GOLGB1,GOLGB1,RAB39A,RAB39A,NUMA1,TMED2,TMED2,TMED2,TMED2,TMED2,RHEB,DHCR24,SEC23A,CYTH1,CYTH1,TRIP11,RAB30,EXT1,EXT1,EXT1,EXT1,EXT1,EXT1,EXT1,EXT1,EXT1,EXT1,EXT1,EXT1,EXT1,MAN2A1,MAN2A1,UGCG,UGCG,RTN1,ST3GAL2,ST3GAL2,ST3GAL2,ST3GAL2,ST3GAL2,ST3GAL2,TMEM132A,GOLGA7B,HLA-DRB5,HLA-DRB5,GNPTAB,GNPTAB,MGAT5B,GALNTL6,RAB41,DOP1A,WIPI1,ACER2,LRRK2,MANEA,MANEA,ARMH3,ARHGAP21,WLS,WLS,WLS,WLS,MANEAL,STEAP4,CREB3L3,CREB3L3,CREB3L3,SCARA3,NAPEPLD,RAB12,DENND5A,GALNT17,RHBDD2,SLC30A6,GALNT18,AGTRAP,PAQR3,GASK1B,PARM1,C6orf89,TPTE2,B3GNT6,GCNT7,GOLT1A,CHSY3,CHSY3,TLCD3B,SLC35D2,SLC35D2,RHOU,CHST9,LPCAT2,CHST15,HS2ST1,CHST3,CHST3,SLC16A13,RIC3,GOLGA7,GOLGA7,B3GNT8,GALNT5,GALNT7,GALNT10,ABCA12,SGMS1,CHSY1,CHSY1,CHSY1,CHSY1,XYLT1,XYLT1,STX12,MARCHF9,GPSM1,GALNT13,ERC1,ZDHHC13,ZDHHC17,PLD3,ZDHHC21,ZDHHC21,GALNT12,GALNT12,IFT20,MMD2,ZDHHC23,HACE1,CHPF,CHPF,KIAA0319L,SCYL3,HS3ST5,DSEL,ABCA7,GCNT2,ABCA6,DYNAP,TMEM130,GALNT15,LARGE2,LARGE2,GALNT16,GALNT4,MMGT1,GBGT1,CSGALNACT2,ARFGAP2,ZDHHC22,CHST4,CHST14,CHST14,GALNT6,GALNT11,ST6GALNAC3,ST6GALNAC3,ST6GALNAC3,DIPK2A,LFNG,CHST13,LPCAT1,B3GNT7,B3GNT7,IL17RD,IL17RD,SVIP,B4GALNT2,B4GALNT2,COP1,SCAMP5,SLC35B2,GOLGA5,GOLGA5,TMEM167A,SPPL2B,CSGALNACT1,PXYLP1,CREB3L4,WHAMM,WHAMM,COG1,COG1,COG1,COG1,COG1,COG1,COG1,CHPT1,ZDHHC19,GIMAP1,ABCA5,ATL1,RFFL,POMGNT1,POMGNT1,ST8SIA1,ST8SIA2,ST8SIA2,ST8SIA2,ST8SIA4,ST8SIA4,GBF1,GBF1,GBF1,GBF1,GBF1,GBF1,GBF1,GBF1,FIG4,FIG4,MYO18A,SORL1,GOLGA1,EXT2,EXT2,EXT2,EXT2,EXT2,EXT2,EXT2,EXT2,EXT2,EXT2,EXT2,EXT2,MR1,SLC35B4,SLC35B4,PMEPA1,ST6GALNAC6,ST6GALNAC6,SLC35C1,SLC35C1,VTI1A,VTI1A,RHBDF1,GCC1,OPTN,YIPF6,GNPNAT1,RNF125,C1GALT1C1,C1GALT1C1,GALNT14,PGAP3,ZDHHC12,PLEKHA8,COG3,COG3,COG3,COG3,COG3,COG3,COG3,SEC16B,ST6GAL2,TMEM87B,B3GALT6,B3GALT6,HS6ST2,ZDHHC15,COG8,COG8,COG8,COG8,COG8,COG8,COG8,CAMK1G,NLRP3,AP1S3,AP1S3,AP1S3,AP1S3,AP1S3,AP1S3,GBP5,GBP4,LMTK3,HS3ST6,CLCC1,SLC9A7,CYTH2,CYTH2,NOTCH4,NOTCH4,GPER1,MPHOSPH9,PKMYT1,CHP1,LITAF,SH3GL2,SH3GL2,SH3GL2,SH3GL2,GAL3ST1,GORASP1,GORASP1,GORASP1,GORASP1,CLSTN3,PGAP4,SLC50A1,CRACR2A,NDFIP1,PDCD10,APOO,ST6GALNAC5,TMED9,TMED9,TMED9,TMED9,TMED9,TAPBPL,RAB11FIP5,TMEM59,AP1M1,AP1M1,AP1M1,AP1M1,AP1M1,AP1M1,FUT8,FUT8,B3GNT5,NMNAT2,NMNAT2,B3GNT4,B3GNT4,PDGFD,PDGFD,CHST5,CHST6,CHST6,RAB33B,GBP3,RAB1B,RAB1B,RAB1B,RAB1B,RAB1B,RAB1B,RAB1B,RAB1B,RAB1B,XYLT2,UNC93B1,UNC93B1,SLC35B3,CHST8,BLZF1,TNKS2,ACBD3,ACBD3,NDST4,GOLPH3L,CLSTN2,ST6GALNAC4,ST6GALNAC4,ST6GALNAC4,ST6GALNAC4,GLIPR2,SPRING1,NAA60,NAA60,PTGES2,GORASP2,GORASP2,COG4,COG4,COG4,COG4,COG4,COG4,COG4,FKRP,PLEKHA3,OTOF,TMBIM4,GALNT9,GOPC,ABCB6,ARFGAP3,CHST11,ZDHHC4,B3GAT2,MAN1C1,MAN1C1,MAN1C1,ASAH2,TLR9,TLR9,TLR8,TLR8,PDGFC,PDGFC,CHST12,RAB6B,VPS45,TMEM167B,AGPAT3,C1GALT1,C1GALT1,CHST7,ST6GALNAC1,SACM1L,SACM1L,SACM1L,ZDHHC18,NDFIP2,SYBU,SMPD4,ZDHHC7,QPCTL,GALNT8,SMPD3,B3GNT2,B3GNT2,ZDHHC3,TLR7,TLR7,BET1L,BET1L,BET1L,BET1L,BET1L,BET1L,BET1L,BET1L,BET1L,CABP1,GCNT4,PLCE1,STK26,COPZ2,COPZ2,COPZ2,CHPF2,MARCHF4,B3GAT1,B3GAT1,STX18,COPG2,COPG2,COPG2,PI4KB,PI4KB,PI4KB,MGAT4C,MGAT4C,B4GALT7,B4GALT7,B4GALT6,B4GALT6,B4GALT6,B4GALT6,PGAP2,CYTH4,CYTH4,ZDHHC2,SCOC,ST6GALNAC2,ST6GALNAC2,ST6GALNAC2,ST6GALNAC2,MOSPD1,GNPTG,DBNL,TMEM59L,DSE,ZDHHC8,RAB26,PYCARD,TMCO1,MGAT4A,MGAT4A,NOTCH3,NOTCH3,A4GNT,ST3GAL5,ST3GAL5,COG5,COG5,COG5,COG5,COG5,COG5,COG5,MAPK8IP3,MGAT4B,MGAT4B,RNF24,ENTPD4,ENTPD4,TRAF3IP3,FUT9,ST3GAL6,ST3GAL6,ST3GAL6,HS3ST2,ITM2B,TRAPPC4,B3GNT3,B3GNT3,RXYLT1,UST,B3GALT5,SLC35A3,SLC35A3,SLC9A8,FNDC3A,PIKFYVE,COG6,COG6,COG6,COG6,COG6,COG6,COG6,NOSIP,SH3GLB1,ZDHHC9,TMED7,TMED7,TMED7,TMED7,TMED7,GOLT1B,TMED3,TMED3,TMED3,TMED3,TMED3,DOP1B,CHST2,B3GALT1,HS3ST4,HS3ST3B1,HS3ST3A1,COPG1,COPG1,COPG1,COPG1,ARFGEF2,ARFGEF2,ARFGEF1,AP1M2,AP1M2,AP1M2,AP1M2,AP1M2,AP1M2,PMEPA1,MAN2A2,LMAN2L,B3GALT1,B3GALT2,SCFD1,B3GNT8,RIC1,GLG1,MYMX,ZDHHC13,RGP1,RNF175,RAB39B,HPD,ATP2C1,NAA60,ACBD3,B3GALNT2,B3GAT3,VPS45,STX5,GOSR1,MAN2A1,GOLGA5,LMAN2,B3GNT5,B3GNT7,RAB2B,B3GALNT1,B3GNT4,COPG2,RAB39A,LMAN1L,C6orf89,MAN1A2,SEC22B,B3GALT6,RNF121,B3GALT9,PGAP4,LDLRAD4,IFT27,B3GAT1,RAB2A,MAN1A1,ZDHHC17,LMAN1,B3GAT2,B3GNT2,B3GALT4,MGAT2,HACE1,B3GNT6,B3GNT9,ATP2C2,ARFGAP1,HUWE1,BLZF1,B3GALT5,MAN1C1,B3GNT3,COPG1
GO:0000140	DHRS7B
GO:0000145	SEPTIN2,EXOC3L1,EXOC8,MYRIP,EXOC2,EXOC1,EXOC8,EXOC3L2,EXOC7,EXOC4,EXOC6B,EXOC3,EXOC2,STXBP6,EXOC3L4,EXOC5,TNFAIP2,EXOC6,EXOC1L,EXOC3L1,EXOC1
GO:0000146	MYO1B,MYO1B,MYO1D,MYH3,MYH3,MYH7,MYH7,MYH7,MYH6,MYH6,MYH6,MYH8,MYH9,MYH9,MYH9,MYH10,MYH10,MYL6,ACTC1,ACTC1,MYO7A,MYO9B,MYO9B,MYO9B,MYO9B,MYH14,MYO3A,MYO3A,MYO3A,MYO10,MYH2,MYH13,MYO5B,MYO5A,MYH4,MYO5A,MYO5C,MYO1G,MYO1H,MYO1C,MYO1A,MYO6,MYO1D,MYO1F,MYO7A,MYO1B,MYO19,MYO1E,MYO7B,MYO15A,MYO5B
GO:0000149	NBAS,STX7,BAIAP3,BAIAP3,BAIAP3,SEC24D,SEC24D,SNAPIN,SYT1,SNCA,NSF,SEC24C,SEC24C,NAPA,STX17,GABARAPL2,STXBP1,VAMP2,VAMP2,PICALM,LRRK2,VPS50,CAPN10,VTI1B,CPLX1,NBAS,CPLX3,EXOC3L2,SEC24B,CPLX4,VTI1B,STX1A,STX4,CPLX2,PICALM,SYT4,SYT10,SNAP91,SNAPIN,SYT9,STX6,SYT8,EXOC3L1,SYT3,STX1B,LRRK2,VTI1A,SYT2,TNFAIP2,SYT13,SYT12,UVRAG,TSNARE1,SYT1,VAMP7,STX10,STX11,VPS50,STX2,SEC24A,ANKRD27,GOSR2,SYT15,STX17,STX5,STX3,SEC24D,SYT5,STX19,STX12,STX8,SYT11,SEC24C,STX7,SYT17,SYT7,EXOC3L4,STX16,SYT6,EXOC3
GO:0000150	RAD51,DMC1
GO:0000151	UBXN8,WWP2,UBE2C,GPR37,MED7,PRKN,PRKN,PRKN,RNF40,FBXO24,MED24,MED6,RNF8,RNF8,FBXO21,UBE4B,BMI1,BRCA1,BRCC3,NEDD4,UBE2D1,UBE2E1,UBE2E1,FBXW4,UBE2N,YPEL5,UBE2D2,UBE2L3,TRAF2,UBE2V1,MED21,UBE4A,MED1,RNF20,MED27,TRAF7,RANBP10,CBLL1,MAEA,RNF144B,BRAP,UBE3D,CAND1,FBXO11,FBXO11,ARMC8,GID4,RNF168,RNF168,UBE2J2,FBXO25,LMO7,ASB12,DYRK2,MED12,MIB2,TSPAN17,DCUN1D1,MED30,RCHY1,ASB2,RANBP9,RNF2,BARD1,MED10,MED18,WWP1,WDR26,RMND5A,RMND5A,SMURF2,FBXO8,TOPORS,GID8,MED11,FBXL7,FBXO10,FBXO10,FBXO9,FBXO9,FBXL5,FBXL4,FBXW11,FBXO4,FBXL21P,FBXL3,MKLN1,STUB1,STUB1,STUB1,SUGT1,RNF11,MED31,FBXO7,ARIH1,ASB1,IKBKG,RNF19A,RNF144B,ABTB1,UBR1,ASB1,RNF217,YPEL5,DCUN1D3,SHARPIN,RBCK1,ARIH1,ASB12,RNF144A,DCUN1D2,PRKN,ASB2,FEM1C,ANKIB1,FEM1A,UBE2L5,RNF14,RNF8,UBE2L3,DCUN1D5,UBE2D1,UBR3,,UBR2,RING1,UBE2L6,ARIH2,RNF2,RNF19B,UBE3D,UBE2D4,DCUN1D1,DCUN1D4,AMFR
GO:0000152	BRCC3,BABAM2
GO:0000153	ATG3,ATG3
GO:0000154	TFB1M,NAT10,TSR3
GO:0000159	PPP2R1A,PPP2R1A,PPP2R1A,PPP2CB,PPP2R2A,PPP2R2A,PPP2CA,PPP2CA,PPP2CA,PPP2R3A,PPP2R3A,PPP2R5C,PPP2R5C,PPP2R5A,PTPA,PPP2R2D,NKD1,PPP2R2C,PPP2R3B,PPP2R2B,PPP2R2D,PPP2R2C,PTPA,PPP2R1B,PPP2R3B,PPP2R5E,PPP2R5A,PPP2R5B,PPP2R1A,PPP2R3A,PPP2R2A,PPP2R5C,PPP2R5D
GO:0000160	MMS19
GO:0000164	PPP1R15A,PPP1R15A,NCK1,PPP1CC,PPP1CA,PPP1CB,PPP1R15B,PPP1R15B,PPP1R9B,SHOC2,SHOC2,PPP1R3F,PPP1R3C,PPP1R3D,PPP1R3G,PPP1R15A,PPP1R3E,PPP1R3B,PPP1R3A,PPP1R15B
GO:0000165	A0A494C176,MEN1,MAP3K7,PAK3,MAP3K6,EGFR,MOS,MYC,NRAS,HRAS,KRAS,TGFB1,TNF,IL1B,MBP,RAF1,RET,SBK2,CCL3,CCL3,ARAF,FGFR1,CCL2,CCL5,SCG2,BRAF,BRAF,NF1,FGFR3,PTPN3,ZFP36,ZFP36,MAPK3,ITPKB,MAPK4,PTPN7,PPP1CC,MAP3K8,MAPKAPK2,CCR5,MAP2K6,PPP5C,MAPK12,FGF8,PPP1CB,YWHAE,RBX1,MAP3K9,MAP3K9,HSF1,MEF2A,NRG1,MEF2C,MEF2C,ZFP36L1,ZFP36L1,POU4F2,PAK1,MAPK7,MAP3K1,IL18,PTK2B,PEA15,SMAD1,MAP3K11,MAPKAPK3,MAPK6,DUSP5,DUSP6,DUSP7,LRRK2,PPM1L,MAP3K21,USP17L2,MAP3K15,SETX,BRAP,BRAP,PABPN1,RASGRP3,MAPKAPK5,IL31RA,MAPK15,FGF13,PBK,CAMKK2,MAP3K14,RIT2,MAP3K5,MAP3K5,NRTN,MAP3K3,DUSP9,PLVAP,SHANK3,FGF23,TAOK3,NLK,RCE1,MAP3K2,ZDHHC9,RHBDD3,RAPGEF2,MAP4K5,MAP3K4,MAP3K4,MAP2K6,ARAF,RAF1,SBK2,MAP2K5,MAP2K7,BRAF,MAP2K3,TAOK2,MINK1,TAOK1,MAP2K1,MAP4K4,NRK,MAP2K2,TNIK,MAP2K4,TAOK3
GO:0000166	APAF1,POLR2D,ORC5,ORC4,REV3L,CRCP,DHRS3,DXO,HPRT1,POLA1,PYGM,IMPDH2,ABO,IMPDH1,NT5E,POLD1,NAMPT,VDAC2,HINT1,FHIT,NT5C2,HDGF,BLVRA,NUBP1,SUCLG1,GPSM2,EXOSC10,POLE,LTB4R,GFOD2,SLC27A4,SLC27A1,DHRS11,GDPGP1,PXK,CHD1L,APLF,NAXE,TRIB2,NT5C3B,CHFR,NT5C1B,CDC6,HINT2,NT5C1A,ITPA,ABCA2,SLC22A4,NT5C3A,VPS11,RMI1,NT5M,NOX4,HINT3,PRTFDC1,GFOD1,MRPL39,AKAP7,TINAG,L1RE1,DHDH,VDAC3,SLC27A6,NUBP2,CHD1L
GO:0000170	DEGS2,DEGS2
GO:0000171	RPP40
GO:0000172	POP7,RPP38,RPP30,POP5,POP1,POP1,RPP25,RPP40,POP4,RPP25,POP1,POP5,RPP25L
GO:0000175	EXOSC10,EXOSC10,EXOSC9,EXOSC2,EXOSC7,PAN2,PDE12,PDE12,DIS3L2,DIS3L2,PNPT1,DIS3L,DIS3L,ISG20,TOE1,USB1,USB1,XRN2,ISG20L2,EXOSC4,EXOSC5,EXOSC3,EXD2,CNOT8,CNOT7,DIS3,DIS3,NOCT,PARN,DIS3L2,PNLDC1,TOE1,CNOT6,CNOT6L,DIS3L,REXO2,ERI2,PNPT1,EXOSC10,ERI1,ERI3,ANGEL2,DIS3,ANGEL1,PDE12,USB1
GO:0000176	EXOSC10,EXOSC9,EXOSC9,EXOSC2,C1D,EXOSC3,DIS3,EXOSC5,EXOSC2,EXOSC8,EXOSC9,EXOSC4,EXOSC7,EXOSC1,EXOSC3,DIS3,EXOSC10,EXOSC6
GO:0000177	GTPBP1,DIS3L,DIS3L,EXOSC3,EXOSC3,DIS3L,EXOSC4,EXOSC9,EXOSC2,EXOSC6,EXOSC7,EXOSC8,DIS3,EXOSC5
GO:0000178	ZFC3H1,EXOSC10,EXOSC9,EXOSC2,EXOSC2,EXOSC7,EXOSC7,EXOSC6,EXOSC8,MPHOSPH6,EXOSC4,EXOSC5,EXOSC3,DIS3,EXOSC1,EXOSC1,C1D,DIS3L2,EXOSC3,DIS3,DIS3L,EXOSC2,ZFC3H1
GO:0000179	TFB1M,TFB1M,RRNAD1,DIMT1,DIMT1,TFB2M,DIMT1,TFB1M
GO:0000182	MACROH2A1,BNC1,BNC1,BEND3,TSPYL2,DHX33,BEND3
GO:0000183	RRP8,SUV39H1,SUV39H1,SMARCA5,BEND3,SIRT2,SIRT1,SIRT1,BAZ2A,BEND3,RRP8
GO:0000184	CASC3,CTIF,PARN,PABPC1,GSPT1,EIF4A3,NCBP2,NCBP2,NCBP2,EIF3E,MAGOH,MAGOH,ETF1,EXOSC10,NCBP1,NCBP1,NCBP1,RNPS1,RNPS1,SMG6,SMG6,SMG6,SMG6,SMG6,DCP2,GSPT2,DCP1B,PNLDC1,SMG8,SMG7,UPF1,UPF1,UPF1,UPF1,MAGOHB,SMG1,SMG1,SMG1,SMG1,PYM1,UPF3B,UPF3B,UPF3B,SMG9,UPF3A,UPF3A,UPF2,UPF2,UPF2,DCP1A,PNRC2,SMG5,RBM8A,SMG8,J3QRE1,DHX34,SMG7,HELZ2,PNRC2,SMG9,NCBP1,UPF1,UPF3B,UPF2,SMG6,SMG5
GO:0000209	TMEM129,SPOP,PRKN,PRKN,PRKN,PRKN,PRKN,MGRN1,SASH1,UBOX5,UBR5,UBR5,TNKS,TNKS,ARIH2,ARIH2,BCL2,TRIM21,TAF1,CBL,TPP2,CTNNB1,CDC34,UBE2A,UBE2D1,UBE2D1,UBE2E1,UBE2E1,THOP1,NPEPPS,UBE2D3,UBE2D3,UBE2D2,RBX1,UBE2B,SKP1,UBE2L3,UBE2L3,PRAME,MDM2,TRIM32,MKRN3,ERCC8,PPIL2,BIRC2,CUL3,CUL3,BLMH,CBFB,TRIP12,SHPRH,UBE3C,MARCHF8,RC3H1,RNF20,DCAF15,DCAF15,DCAF15,DCAF15,LRSAM1,NHLRC1,RNF111,RNF165,UBE3D,HUWE1,RNF180,DZIP3,IRF2BP1,RNF135,ZNF738,ZSWIM2,MARCHF1,MARCHF1,DDB2,MUL1,RNF183,RNF183,RNF31,RNF31,CHFR,RNF125,C10orf90,RUSC1,DDA1,RBCK1,RBCK1,TNKS2,TNKS2,RNF41,RNF41,RNF41,RNF167,RMND5A,RC3H2,RC3H2,SMURF1,TOPORS,MARCHF5,DTL,DTL,BFAR,KLHL42,HDAC6,FBXL17,MKRN1,LNPEP,FBXL7,FBXL7,FBXW11,FBXO4,AMFR,AMFR,AMFR,PRPF19,STUB1,STUB1,STUB1,BTRC,BTRC,TRAF6,TRAF6,TRIM71,TRIM34,TRIM14,RNF166,UBE2Q1,TRIM3,RNF125,SHPRH,RNF217,SMURF1,PRKN,TRIM68,ITCH,RC3H1,UBE4B,UBE3B,UBE2V2,UBE2L6,UBE2E3,STUB1,UBE3D,UBE2N,HECW2,UBE2C,RNF14,UBE2E2,FBXO22,UBE2D2,UBE2K,AKTIP,UBE2U,UBE3C,FBXO4,DZIP3,UBE2A,ARIH1,UBR5,PPIL2,TRIM5,NHLRC1,RNF114,UBE2DNL,UBE2L3,UBE2T,UBE2E1,PELI3,RC3H2,RNF144A,UBE4A,MARCHF8,KLHL42,PELI2,WWP2,TRIM2,WWP1,MARCHF1,TOPORS,HACE1,TRIM21,A0A2U3TZJ3,UBE2B,UBE2W,UBE2G1,HUWE1,ARIH2,TRIML1,CDC34,UBE2Q2,RNF144B,NEDD4L,UBE2J1,UBE2S,UBE2L5,NEDD4,TRIM38,UBE2D3,UBE2QL1,UBE2J2,AREL1,UBE2D4,SMURF2,TRIM27,UBE2G2,TRIM22,UBE2H,ANKIB1,PELI1,UBOX5,UBE2V1,UBE2D1,RNF19B,UBE2NL,HECW1,FBXO28,RNF19A,TRIM6,ERCC8,NHLRC3,UBE2R2,TRIML2
GO:0000210	NUDT13,NUDT13,NUDT12,NUDT12,ENPP5
GO:0000212	MOS,TUBG1,MYH9,ATRX,ESPL1,TUBG1,TUBG2
GO:0000213	TSEN2,TSEN34
GO:0000214	CLP1,TSEN34,TSEN54,TSEN2
GO:0000215	NT5C3A,NT5C3A,TRPT1
GO:0000217	RAD51AP1,CLSPN
GO:0000220	TCIRG1,ATP6V0A1,ATP6V0A4,ATP6V0A2
GO:0000221	ATP6V1G1,ATP6V1B1,ATP6V1B2,ATP6V1E1,ATP6V1A,ATP6V1H,ATP6V1C2,ATP6V1C1
GO:0000224	NGLY1,NGLY1,NGLY1
GO:0000225	PIGL,PIGL,PIGL
