	Terms
NFE2L2	hsa04141,hsa05012,hsa05200,hsa05208,hsa05225,hsa05417,hsa05418
PPP1R15A	hsa04141
ATF6	hsa04141,hsa05010,hsa05012,hsa05014,hsa05022,hsa05417
WFS1	hsa04141
MBTPS1	hsa04141
MBTPS2	hsa04141
XBP1	hsa04141,hsa04932,hsa05010,hsa05012,hsa05014,hsa05017,hsa05022,hsa05417
BAK1	hsa04141,hsa04210,hsa04215,hsa05022,hsa05130,hsa05132,hsa05160,hsa05162,hsa05163,hsa05164,hsa05165,hsa05167,hsa05168,hsa05169,hsa05170,hsa05200,hsa05202,hsa05203,hsa05206,hsa05210,hsa05212,hsa05213,hsa05214,hsa05216,hsa05217,hsa05218,hsa05220,hsa05222,hsa05223,hsa05224,hsa05225,hsa05226
CAPN1	hsa04141,hsa04210,hsa04217,hsa04218,hsa05010,hsa05022,hsa05131
CAPN2	hsa04141,hsa04210,hsa04217,hsa04218,hsa04510,hsa05010,hsa05022,hsa05131
CASP12	hsa04141,hsa04210,hsa04621,hsa05010,hsa05014,hsa05020,hsa05022,hsa05161
MARCHF6	hsa04141
RNF5	hsa04141
RNF185	hsa04141
SELENOS	hsa04141
SEL1L	hsa04141
SEL1L2	hsa04141
HERPUD1	hsa04141
AMFR	hsa04141
FBXO6	hsa04141
CTSA	hsa04142,hsa04614
CTSC	hsa04142,hsa04210
CTSE	hsa04142
CTSF	hsa04142,hsa04210
CTSH	hsa04142,hsa04210
CTSK	hsa04142,hsa04210,hsa04380,hsa04620,hsa05323
CTSO	hsa04142,hsa04210
CTSS	hsa04142,hsa04145,hsa04210,hsa04612,hsa05152
CTSV	hsa04142,hsa04210
CTSW	hsa04142,hsa04210
CTSZ	hsa04142,hsa04210
NAPSA	hsa04142
LGMN	hsa04142,hsa04612
TPP1	hsa04142
ARSG	hsa04142
DNASE2	hsa04142
DNASE2B	hsa04142
GM2A	hsa04142
LAMP3	hsa04142
CD68	hsa04142
CD63	hsa04142,hsa05205
SCARB2	hsa04142
NPC1	hsa04142,hsa04979
NPC2	hsa04142,hsa04979
CTNS	hsa04142
SLC17A5	hsa04142
SLC11A1	hsa04142
SLC11A2	hsa04142,hsa04216,hsa04978,hsa05010,hsa05012
LAPTM4B	hsa04142
LAPTM5	hsa04142
LAPTM4A	hsa04142
CD164	hsa04142
SORT1	hsa04142,hsa04722,hsa04979
CLN3	hsa04142
CLN5	hsa04142
MFSD8	hsa04142
SUMF1	hsa04142
GNPTAB	hsa04142
GNPTG	hsa04142
NAGPA	hsa04142
IGF2R	hsa04142,hsa04144
M6PR	hsa04142,hsa04145,hsa05132
CLTA	hsa04142,hsa04144,hsa04721,hsa04961,hsa05016,hsa05100
CLTB	hsa04142,hsa04144,hsa04721,hsa04961,hsa05016,hsa05100
CLTC	hsa04142,hsa04144,hsa04721,hsa04961,hsa05016,hsa05100
CLTCL1	hsa04142,hsa04144,hsa04721,hsa04961,hsa05016,hsa05100
AP1G1	hsa04142,hsa05170
AP1G2	hsa04142,hsa05170
AP1B1	hsa04142,hsa05170
AP1M1	hsa04142,hsa05170
AP1M2	hsa04142,hsa05170
AP1S1	hsa04142,hsa05170
AP1S2	hsa04142,hsa05170
AP1S3	hsa04142,hsa05170
AP3D1	hsa04142
AP3B2	hsa04142
AP3B1	hsa04142
AP3M1	hsa04142
AP3M2	hsa04142
AP3S2	hsa04142
AP3S1	hsa04142
AP4E1	hsa04142
AP4B1	hsa04142
AP4M1	hsa04142
AP4S1	hsa04142
GGA2	hsa04142
GGA3	hsa04142
GGA1	hsa04142
LITAF	hsa04142
AP2A2	hsa04144,hsa04721,hsa04961,hsa05016
AP2A1	hsa04144,hsa04721,hsa04961,hsa05016
AP2B1	hsa04144,hsa04721,hsa04961,hsa05016
AP2M1	hsa04144,hsa04721,hsa04961,hsa05016
AP2S1	hsa04144,hsa04721,hsa04961,hsa05016
EHD2	hsa04144
ZFYVE9	hsa04144,hsa04350
ZFYVE16	hsa04144,hsa04350
SH3KBP1	hsa04144
SH3GL3	hsa04144
SH3GL2	hsa04144
SH3GL1	hsa04144
SH3GLB2	hsa04144
AMPH	hsa04144,hsa04666
BIN1	hsa04144,hsa04666
EPN1	hsa04144
EPN3	hsa04144
EPN2	hsa04144
EPS15	hsa04144
EPS15L1	hsa04144
SPART	hsa04144
RNF41	hsa04144
LDLR	hsa04144,hsa04913,hsa04925,hsa04927,hsa04934,hsa04976,hsa04979,hsa05145,hsa05160,hsa05417
LDLRAP1	hsa04144,hsa04979
DAB2	hsa04144
WASL	hsa04144,hsa04520,hsa04810,hsa05100,hsa05130,hsa05131,hsa05132,hsa05135
ACTR2	hsa04144,hsa04530,hsa04666,hsa04810,hsa05100,hsa05130,hsa05131,hsa05132,hsa05135
ACTR3B	hsa04144,hsa04530,hsa04666,hsa04810,hsa05100,hsa05130,hsa05131,hsa05132,hsa05135
ACTR3C	hsa04144,hsa04530,hsa04666,hsa04810,hsa05100,hsa05130,hsa05131,hsa05132,hsa05135
ACTR3	hsa04144,hsa04530,hsa04666,hsa04810,hsa05100,hsa05130,hsa05131,hsa05132,hsa05135
ARPC1B	hsa04144,hsa04530,hsa04666,hsa04810,hsa05100,hsa05130,hsa05131,hsa05132,hsa05135
ARPC1A	hsa04144,hsa04530,hsa04666,hsa04810,hsa05100,hsa05130,hsa05131,hsa05132,hsa05135
ARPC2	hsa04144,hsa04530,hsa04666,hsa04810,hsa05100,hsa05130,hsa05131,hsa05132,hsa05135
ARPC3	hsa04144,hsa04530,hsa04666,hsa04810,hsa05100,hsa05130,hsa05131,hsa05132,hsa05135
ARPC4	hsa04144,hsa04530,hsa04666,hsa04810,hsa05100,hsa05130,hsa05131,hsa05132,hsa05135
ARPC5	hsa04144,hsa04530,hsa04666,hsa04810,hsa05100,hsa05130,hsa05131,hsa05132,hsa05135
ARPC5L	hsa04144,hsa04530,hsa04666,hsa04810,hsa05100,hsa05130,hsa05131,hsa05132,hsa05135
WIPF2	hsa04144,hsa05130,hsa05135
WIPF1	hsa04144,hsa05130,hsa05135
WIPF3	hsa04144,hsa05130,hsa05135
DNAJC6	hsa04144
WASHC4	hsa04144
WASHC5	hsa04144
WASHC2C	hsa04144
WASHC2A	hsa04144
WASHC1	hsa04144
WASHC3	hsa04144
CAPZA1	hsa04144
CAPZA2	hsa04144
CAPZA3	hsa04144
CAPZB	hsa04144
VPS29	hsa04144
VPS26B	hsa04144
VPS26A	hsa04144
VPS35	hsa04144
SNX12	hsa04144
SNX3	hsa04144
STAMBP	hsa04144
HGS	hsa04144,hsa04145
STAM2	hsa04144,hsa04630
STAM	hsa04144,hsa04630
TSG101	hsa04144
MVB12A	hsa04144
MVB12B	hsa04144
VPS28	hsa04144
VPS37D	hsa04144
VPS37A	hsa04144
VPS37B	hsa04144
VPS37C	hsa04144
SNF8	hsa04144
VPS36	hsa04144
VPS25	hsa04144
CHMP6	hsa04144,hsa04217
CHMP4B	hsa04144,hsa04217
CHMP4A	hsa04144,hsa04217
CHMP4C	hsa04144,hsa04217
CHMP3	hsa04144,hsa04217
RNF103-CHMP3	hsa04144,hsa04217
CHMP2A	hsa04144,hsa04217
CHMP2B	hsa04144,hsa04217,hsa05014,hsa05022
CHMP7	hsa04144,hsa04217
VPS4B	hsa04144,hsa04217
VPS4A	hsa04144,hsa04217
VTA1	hsa04144
CHMP1B	hsa04144,hsa04217
CHMP1A	hsa04144,hsa04217
CHMP5	hsa04144,hsa04217
IST1	hsa04144
PDCD6IP	hsa04144
SPG21	hsa04144
SNX1	hsa04144
SNX2	hsa04144
SNX32	hsa04144
SNX5	hsa04144
SNX6	hsa04144
HLA-A	hsa04144,hsa04145,hsa04218,hsa04514,hsa04612,hsa04650,hsa04940,hsa05163,hsa05165,hsa05166,hsa05167,hsa05168,hsa05169,hsa05170,hsa05203,hsa05320,hsa05330,hsa05332,hsa05416
HLA-B	hsa04144,hsa04145,hsa04218,hsa04514,hsa04612,hsa04650,hsa04940,hsa05163,hsa05165,hsa05166,hsa05167,hsa05168,hsa05169,hsa05170,hsa05203,hsa05320,hsa05330,hsa05332,hsa05416
HLA-C	hsa04144,hsa04145,hsa04218,hsa04514,hsa04612,hsa04650,hsa04940,hsa05163,hsa05165,hsa05166,hsa05167,hsa05168,hsa05169,hsa05170,hsa05203,hsa05320,hsa05330,hsa05332,hsa05416
HLA-F	hsa04144,hsa04145,hsa04218,hsa04514,hsa04612,hsa04940,hsa05163,hsa05165,hsa05166,hsa05167,hsa05168,hsa05169,hsa05170,hsa05203,hsa05320,hsa05330,hsa05332,hsa05416
HLA-G	hsa04144,hsa04145,hsa04218,hsa04514,hsa04612,hsa04650,hsa04940,hsa05163,hsa05165,hsa05166,hsa05167,hsa05168,hsa05169,hsa05170,hsa05203,hsa05320,hsa05330,hsa05332,hsa05416
HLA-E	hsa04144,hsa04145,hsa04218,hsa04514,hsa04612,hsa04650,hsa04940,hsa05163,hsa05165,hsa05166,hsa05167,hsa05168,hsa05169,hsa05170,hsa05203,hsa05320,hsa05330,hsa05332,hsa05416
FOLR1	hsa04144
FOLR2	hsa04144
FOLR3	hsa04144
IZUMO1R	hsa04144
CAV1	hsa04144,hsa04510,hsa05020,hsa05100,hsa05205,hsa05416,hsa05418
CAV2	hsa04144,hsa04510,hsa05020,hsa05100,hsa05205,hsa05418
CAV3	hsa04144,hsa04510,hsa05020,hsa05100,hsa05205,hsa05418
EHD3	hsa04144
EHD4	hsa04144
EEA1	hsa04144,hsa04145,hsa05152
RABEP1	hsa04144
RBSN	hsa04144
RAB4A	hsa04144
RUFY1	hsa04144
RUFY2	hsa04144
EHD1	hsa04144
VPS45	hsa04144
SNX4	hsa04144
RAB22A	hsa04144
RAB31	hsa04144
RAB10	hsa04144,hsa04152
RAB35	hsa04144
RAB11A	hsa04144,hsa04961,hsa04962,hsa04972,hsa05164
RAB11B	hsa04144,hsa04152,hsa04962,hsa05164
RAB11FIP2	hsa04144
RAB11FIP1	hsa04144
RAB11FIP5	hsa04144
ZFYVE27	hsa04144
KIF5A	hsa04144,hsa04728,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05132,hsa05223
KIF5B	hsa04144,hsa04728,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05132,hsa05223
KIF5C	hsa04144,hsa04728,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05132,hsa05223
RAB11FIP4	hsa04144
RAB11FIP3	hsa04144
SMAP2	hsa04144
SMAP1	hsa04144
GIT1	hsa04144,hsa04810,hsa05120
GIT2	hsa04144,hsa05135
ASAP1	hsa04144,hsa04666
ASAP3	hsa04144,hsa04666
ASAP2	hsa04144,hsa04666
ACAP3	hsa04144
ACAP2	hsa04144
ACAP1	hsa04144
ARAP1	hsa04144
ARAP2	hsa04144
AGAP1	hsa04144
AGAP3	hsa04144
AGAP4	hsa04144
AGAP6	hsa04144
AGAP9	hsa04144
AGAP5	hsa04144
ARFGAP1	hsa04144
ARFGAP3	hsa04144
ARFGAP2	hsa04144
PSD3	hsa04144
PSD4	hsa04144
PSD	hsa04144
PSD2	hsa04144
IQSEC2	hsa04144
IQSEC1	hsa04144
IQSEC3	hsa04144
ARFGEF2	hsa04144
ARFGEF1	hsa04144
GBF1	hsa04144
ARF3	hsa04144
ARF4	hsa04144
ARF5	hsa04144
STX12	hsa04145
CORO1A	hsa04145,hsa05152
HLA-DMA	hsa04145,hsa04514,hsa04612,hsa04640,hsa04658,hsa04659,hsa04672,hsa04940,hsa05140,hsa05145,hsa05150,hsa05152,hsa05164,hsa05166,hsa05168,hsa05169,hsa05310,hsa05320,hsa05321,hsa05322,hsa05323,hsa05330,hsa05332,hsa05416
HLA-DMB	hsa04145,hsa04514,hsa04612,hsa04640,hsa04658,hsa04659,hsa04672,hsa04940,hsa05140,hsa05145,hsa05150,hsa05152,hsa05164,hsa05166,hsa05168,hsa05169,hsa05310,hsa05320,hsa05321,hsa05322,hsa05323,hsa05330,hsa05332,hsa05416
HLA-DOA	hsa04145,hsa04514,hsa04612,hsa04640,hsa04658,hsa04659,hsa04672,hsa04940,hsa05140,hsa05145,hsa05150,hsa05152,hsa05164,hsa05166,hsa05168,hsa05169,hsa05310,hsa05320,hsa05321,hsa05322,hsa05323,hsa05330,hsa05332,hsa05416
HLA-DOB	hsa04145,hsa04514,hsa04612,hsa04640,hsa04658,hsa04659,hsa04672,hsa04940,hsa05140,hsa05145,hsa05150,hsa05152,hsa05164,hsa05166,hsa05168,hsa05169,hsa05310,hsa05320,hsa05321,hsa05322,hsa05323,hsa05330,hsa05332,hsa05416
HLA-DPA1	hsa04145,hsa04514,hsa04612,hsa04640,hsa04658,hsa04659,hsa04672,hsa04940,hsa05140,hsa05145,hsa05150,hsa05152,hsa05164,hsa05166,hsa05168,hsa05169,hsa05310,hsa05320,hsa05321,hsa05322,hsa05323,hsa05330,hsa05332,hsa05416
HLA-DPB1	hsa04145,hsa04514,hsa04612,hsa04640,hsa04658,hsa04659,hsa04672,hsa04940,hsa05140,hsa05145,hsa05150,hsa05152,hsa05164,hsa05166,hsa05168,hsa05169,hsa05310,hsa05320,hsa05321,hsa05322,hsa05323,hsa05330,hsa05332,hsa05416
HLA-DQA1	hsa04145,hsa04514,hsa04612,hsa04640,hsa04658,hsa04659,hsa04672,hsa04940,hsa05140,hsa05145,hsa05150,hsa05152,hsa05164,hsa05166,hsa05168,hsa05169,hsa05310,hsa05320,hsa05321,hsa05322,hsa05323,hsa05330,hsa05332,hsa05416
HLA-DQA2	hsa04145,hsa04514,hsa04612,hsa04640,hsa04658,hsa04659,hsa04672,hsa04940,hsa05140,hsa05145,hsa05150,hsa05152,hsa05164,hsa05166,hsa05168,hsa05169,hsa05310,hsa05320,hsa05321,hsa05322,hsa05323,hsa05330,hsa05332,hsa05416
HLA-DQB1	hsa04145,hsa04514,hsa04612,hsa04640,hsa04658,hsa04659,hsa04672,hsa04940,hsa05140,hsa05145,hsa05150,hsa05152,hsa05164,hsa05166,hsa05168,hsa05169,hsa05310,hsa05320,hsa05321,hsa05322,hsa05323,hsa05330,hsa05332,hsa05416
HLA-DRA	hsa04145,hsa04514,hsa04612,hsa04640,hsa04658,hsa04659,hsa04672,hsa04940,hsa05140,hsa05145,hsa05150,hsa05152,hsa05164,hsa05166,hsa05168,hsa05169,hsa05310,hsa05320,hsa05321,hsa05322,hsa05323,hsa05330,hsa05332,hsa05416
HLA-DRB1	hsa04145,hsa04514,hsa04612,hsa04640,hsa04658,hsa04659,hsa04672,hsa04940,hsa05140,hsa05145,hsa05150,hsa05152,hsa05164,hsa05166,hsa05168,hsa05169,hsa05310,hsa05320,hsa05321,hsa05322,hsa05323,hsa05330,hsa05332,hsa05416
HLA-DRB3	hsa04145,hsa04514,hsa04612,hsa04640,hsa04658,hsa04659,hsa04672,hsa04940,hsa05140,hsa05145,hsa05150,hsa05152,hsa05164,hsa05166,hsa05168,hsa05169,hsa05310,hsa05320,hsa05321,hsa05322,hsa05323,hsa05330,hsa05332,hsa05416
HLA-DRB4	hsa04145,hsa04514,hsa04612,hsa04640,hsa04658,hsa04659,hsa04672,hsa04940,hsa05140,hsa05145,hsa05150,hsa05152,hsa05164,hsa05166,hsa05168,hsa05169,hsa05310,hsa05320,hsa05321,hsa05322,hsa05323,hsa05330,hsa05332,hsa05416
HLA-DRB5	hsa04145,hsa04514,hsa04612,hsa04640,hsa04658,hsa04659,hsa04672,hsa04940,hsa05140,hsa05145,hsa05150,hsa05152,hsa05164,hsa05166,hsa05168,hsa05169,hsa05310,hsa05320,hsa05321,hsa05322,hsa05323,hsa05330,hsa05332,hsa05416
RILP	hsa04145,hsa05132
DYNC1H1	hsa04145,hsa04962,hsa05132
DYNC2H1	hsa04145,hsa04962,hsa05132
DYNC1I1	hsa04145,hsa04962,hsa05132
DYNC1I2	hsa04145,hsa04962,hsa05132
DYNC1LI2	hsa04145,hsa04962,hsa05132
DYNC1LI1	hsa04145,hsa04962,hsa05132
TUBA1B	hsa04145,hsa04210,hsa04530,hsa04540,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05130,hsa05132
TUBA4A	hsa04145,hsa04210,hsa04530,hsa04540,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05130,hsa05132
TUBA3C	hsa04145,hsa04210,hsa04530,hsa04540,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05130,hsa05132
TUBA1A	hsa04145,hsa04210,hsa04530,hsa04540,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05130,hsa05132
TUBA1C	hsa04145,hsa04210,hsa04530,hsa04540,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05130,hsa05132
TUBA8	hsa04145,hsa04210,hsa04530,hsa04540,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05130,hsa05132
TUBA3E	hsa04145,hsa04210,hsa04530,hsa04540,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05130,hsa05132
TUBA3D	hsa04145,hsa04210,hsa04530,hsa04540,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05130,hsa05132
TUBAL3	hsa04145,hsa04210,hsa04530,hsa04540,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05130,hsa05132
TUBB6	hsa04145,hsa04540,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05130,hsa05132
TUBB	hsa04145,hsa04540,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05130,hsa05132
TUBB1	hsa04145,hsa04540,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05130,hsa05132
TUBB2A	hsa04145,hsa04540,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05130,hsa05132
TUBB3	hsa04145,hsa04540,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05130,hsa05132
TUBB4A	hsa04145,hsa04540,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05130,hsa05132
TUBB8	hsa04145,hsa04540,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05130,hsa05132
TUBB2B	hsa04145,hsa04540,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05130,hsa05132
TUBB4B	hsa04145,hsa04540,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05130,hsa05132
FCAR	hsa04145,hsa05150
FCGR1A	hsa04145,hsa04380,hsa04613,hsa04640,hsa04666,hsa05140,hsa05150,hsa05152,hsa05202,hsa05221,hsa05322
FCGR2A	hsa04145,hsa04380,hsa04611,hsa04613,hsa04666,hsa05130,hsa05135,hsa05140,hsa05150,hsa05152,hsa05171,hsa05322
FCGR2B	hsa04145,hsa04380,hsa04662,hsa04666,hsa05150,hsa05152,hsa05162
FCGR2C	hsa04145,hsa04380,hsa05140,hsa05150,hsa05152
FCGR3A	hsa04145,hsa04380,hsa04613,hsa04650,hsa04666,hsa05140,hsa05150,hsa05152,hsa05322
FCGR3B	hsa04145,hsa04380,hsa04613,hsa04650,hsa04666,hsa05140,hsa05150,hsa05152,hsa05322
C1R	hsa04145,hsa04610,hsa05133,hsa05150,hsa05171,hsa05322
COLEC11	hsa04145
COLEC12	hsa04145
MBL2	hsa04145,hsa04610,hsa05150,hsa05171
SFTPA1	hsa04145,hsa05133
SFTPA2	hsa04145,hsa05133
SFTPD	hsa04145
ITGAV	hsa04145,hsa04151,hsa04510,hsa04512,hsa04514,hsa04810,hsa04919,hsa05163,hsa05165,hsa05200,hsa05205,hsa05222,hsa05410,hsa05412,hsa05414,hsa05418
ITGA2	hsa04145,hsa04151,hsa04510,hsa04512,hsa04611,hsa04640,hsa04810,hsa05165,hsa05200,hsa05205,hsa05222,hsa05410,hsa05412,hsa05414
ITGA5	hsa04145,hsa04151,hsa04510,hsa04512,hsa04640,hsa04810,hsa05100,hsa05131,hsa05133,hsa05135,hsa05165,hsa05168,hsa05205,hsa05206,hsa05410,hsa05412,hsa05414
ITGB5	hsa04145,hsa04151,hsa04510,hsa04512,hsa04810,hsa05165,hsa05205,hsa05410,hsa05412,hsa05414
COMP	hsa04145,hsa04151,hsa04510,hsa04512,hsa05144,hsa05165
THBS2	hsa04145,hsa04151,hsa04510,hsa04512,hsa05144,hsa05165
THBS3	hsa04145,hsa04151,hsa04510,hsa04512,hsa05144,hsa05165
THBS4	hsa04145,hsa04151,hsa04510,hsa04512,hsa05144,hsa05165
TLR2	hsa04145,hsa04151,hsa04613,hsa04620,hsa05132,hsa05134,hsa05140,hsa05142,hsa05144,hsa05145,hsa05146,hsa05152,hsa05161,hsa05162,hsa05168,hsa05169,hsa05170,hsa05171,hsa05205,hsa05235,hsa05321,hsa05323,hsa05417
TLR6	hsa04145,hsa04620,hsa05132,hsa05142,hsa05152,hsa05417
PLA2R1	hsa04145,hsa05152
MRC1	hsa04145,hsa05152
MRC2	hsa04145,hsa05152
CLEC4M	hsa04145,hsa04625,hsa05152,hsa05162
CD209	hsa04145,hsa04625,hsa05152,hsa05162
CLEC7A	hsa04145,hsa04613,hsa04625,hsa05152
MSR1	hsa04145
MARCO	hsa04145
SCARB1	hsa04145,hsa04913,hsa04925,hsa04927,hsa04934,hsa04975,hsa04976,hsa04977,hsa04979,hsa05160
CYBA	hsa04145,hsa04380,hsa04613,hsa04621,hsa04670,hsa05020,hsa05140,hsa05208,hsa05415,hsa05417,hsa05418
NCF2	hsa04145,hsa04380,hsa04613,hsa04670,hsa05020,hsa05140,hsa05208,hsa05415,hsa05417,hsa05418
NCF4	hsa04145,hsa04380,hsa04613,hsa04670,hsa05020,hsa05140,hsa05415,hsa05417
PEX16	hsa04146
PEX3	hsa04146
PEX19	hsa04146
PEX1	hsa04146
PEX6	hsa04146
PEX26	hsa04146
PEX7	hsa04146
PEX5	hsa04146
PEX5L	hsa04146
PEX14	hsa04146
PEX13	hsa04146
PEX12	hsa04146
PEX10	hsa04146
PEX2	hsa04146
PXMP2	hsa04146
MPV17	hsa04146
MPV17L2	hsa04146
MPV17L	hsa04146
PXMP4	hsa04146
PEX11A	hsa04146
PEX11B	hsa04146
PEX11G	hsa04146
SLC25A17	hsa04146
HACL1	hsa04146
PHYH	hsa04146
DECR2	hsa04146
ECH1	hsa04146
PECR	hsa04146
NUDT7	hsa04146
NUDT19	hsa04146
CRAT	hsa04146
CROT	hsa04146
FAR2	hsa04146
FAR1	hsa04146
PAOX	hsa04146
PRDX5	hsa04146
SOD1	hsa04146,hsa04213,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208
PRDX1	hsa04146,hsa05146
SLC7A5	hsa04150,hsa05230
SLC3A2	hsa04150,hsa04216,hsa04974
SLC38A9	hsa04150
LAMTOR1	hsa04150
LAMTOR2	hsa04150
LAMTOR4	hsa04150
LAMTOR5	hsa04150
FLCN	hsa04150,hsa05211
FNIP1	hsa04150
FNIP2	hsa04150
CASTOR1	hsa04150
CASTOR2	hsa04150
MIOS	hsa04150
WDR24	hsa04150
WDR59	hsa04150
DEPDC5	hsa04150
NPRL2	hsa04150
NPRL3	hsa04150
RNF152	hsa04150
TTI1	hsa04150
CLIP1	hsa04150
GRB10	hsa04150
EIF4B	hsa04150,hsa04151,hsa05205
STRADA	hsa04150,hsa04152
STRADB	hsa04150,hsa04152
CAB39	hsa04150,hsa04152
CAB39L	hsa04150,hsa04152
TBC1D7	hsa04150
TBC1D7-LOC100130357 readthrough [KO:K20396]	hsa04150
WNT1	hsa04150,hsa04310,hsa04390,hsa04550,hsa04916,hsa04934,hsa05010,hsa05022,hsa05165,hsa05200,hsa05205,hsa05207,hsa05217,hsa05224,hsa05225,hsa05226
WNT2	hsa04150,hsa04310,hsa04390,hsa04550,hsa04916,hsa04934,hsa05010,hsa05022,hsa05165,hsa05200,hsa05205,hsa05217,hsa05224,hsa05225,hsa05226
WNT2B	hsa04150,hsa04310,hsa04390,hsa04550,hsa04916,hsa04934,hsa05010,hsa05022,hsa05165,hsa05200,hsa05205,hsa05217,hsa05224,hsa05225,hsa05226
WNT3	hsa04150,hsa04310,hsa04390,hsa04550,hsa04916,hsa04934,hsa05010,hsa05022,hsa05165,hsa05200,hsa05205,hsa05206,hsa05217,hsa05224,hsa05225,hsa05226
WNT3A	hsa04150,hsa04310,hsa04390,hsa04550,hsa04916,hsa04934,hsa05010,hsa05022,hsa05165,hsa05200,hsa05205,hsa05206,hsa05217,hsa05224,hsa05225,hsa05226
WNT4	hsa04150,hsa04310,hsa04360,hsa04390,hsa04550,hsa04916,hsa04919,hsa04934,hsa05010,hsa05022,hsa05165,hsa05200,hsa05205,hsa05217,hsa05224,hsa05225,hsa05226
WNT5A	hsa04150,hsa04310,hsa04360,hsa04390,hsa04550,hsa04916,hsa04934,hsa05010,hsa05022,hsa05165,hsa05200,hsa05205,hsa05217,hsa05224,hsa05225,hsa05226
WNT5B	hsa04150,hsa04310,hsa04360,hsa04390,hsa04550,hsa04916,hsa04934,hsa05010,hsa05022,hsa05165,hsa05200,hsa05205,hsa05217,hsa05224,hsa05225,hsa05226
WNT6	hsa04150,hsa04310,hsa04390,hsa04550,hsa04916,hsa04934,hsa05010,hsa05022,hsa05165,hsa05200,hsa05205,hsa05217,hsa05224,hsa05225,hsa05226
WNT7A	hsa04150,hsa04310,hsa04390,hsa04550,hsa04916,hsa04934,hsa05010,hsa05022,hsa05165,hsa05200,hsa05205,hsa05217,hsa05224,hsa05225,hsa05226
WNT7B	hsa04150,hsa04310,hsa04390,hsa04550,hsa04916,hsa04934,hsa05010,hsa05022,hsa05165,hsa05200,hsa05205,hsa05217,hsa05224,hsa05225,hsa05226
WNT8A	hsa04150,hsa04310,hsa04390,hsa04550,hsa04916,hsa04934,hsa05010,hsa05022,hsa05165,hsa05200,hsa05205,hsa05217,hsa05224,hsa05225,hsa05226
WNT8B	hsa04150,hsa04310,hsa04390,hsa04550,hsa04916,hsa04934,hsa05010,hsa05022,hsa05165,hsa05200,hsa05205,hsa05217,hsa05224,hsa05225,hsa05226
WNT9A	hsa04150,hsa04310,hsa04390,hsa04550,hsa04916,hsa04934,hsa05010,hsa05022,hsa05165,hsa05200,hsa05205,hsa05217,hsa05224,hsa05225,hsa05226
WNT9B	hsa04150,hsa04310,hsa04390,hsa04550,hsa04916,hsa04934,hsa05010,hsa05022,hsa05165,hsa05200,hsa05205,hsa05217,hsa05224,hsa05225,hsa05226
WNT10B	hsa04150,hsa04310,hsa04390,hsa04550,hsa04916,hsa04934,hsa05010,hsa05022,hsa05165,hsa05200,hsa05205,hsa05217,hsa05224,hsa05225,hsa05226
WNT10A	hsa04150,hsa04310,hsa04390,hsa04550,hsa04916,hsa04934,hsa05010,hsa05022,hsa05165,hsa05200,hsa05205,hsa05217,hsa05224,hsa05225,hsa05226
WNT11	hsa04150,hsa04310,hsa04390,hsa04550,hsa04916,hsa04934,hsa05010,hsa05022,hsa05165,hsa05200,hsa05205,hsa05217,hsa05224,hsa05225,hsa05226
WNT16	hsa04150,hsa04310,hsa04390,hsa04550,hsa04916,hsa04934,hsa05010,hsa05022,hsa05165,hsa05200,hsa05202,hsa05205,hsa05217,hsa05224,hsa05225,hsa05226
FZD1	hsa04150,hsa04310,hsa04390,hsa04550,hsa04916,hsa04934,hsa05010,hsa05022,hsa05165,hsa05200,hsa05205,hsa05217,hsa05224,hsa05225,hsa05226
FZD7	hsa04150,hsa04310,hsa04390,hsa04550,hsa04916,hsa04934,hsa05010,hsa05022,hsa05165,hsa05200,hsa05205,hsa05217,hsa05224,hsa05225,hsa05226
