	Terms
UQCRFS1	hsa00190,hsa04260,hsa04714,hsa04932,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
CYTB	hsa00190,hsa04260,hsa04714,hsa04932,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
CYC1	hsa00190,hsa04260,hsa04714,hsa04932,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
UQCRC1	hsa00190,hsa04260,hsa04714,hsa04932,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
UQCRC2	hsa00190,hsa04260,hsa04714,hsa04932,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
UQCRH	hsa00190,hsa04260,hsa04714,hsa04932,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
UQCRHL	hsa00190,hsa04260,hsa04714,hsa04932,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
UQCRB	hsa00190,hsa04260,hsa04714,hsa04932,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
UQCRQ	hsa00190,hsa04260,hsa04714,hsa04932,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
UQCR10	hsa00190,hsa04260,hsa04714,hsa04932,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
UQCR11	hsa00190,hsa04260,hsa04714,hsa04932,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
COX10	hsa00190,hsa00860,hsa04714
COX3	hsa00190,hsa04260,hsa04714,hsa04932,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
COX1	hsa00190,hsa04260,hsa04714,hsa04932,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
COX2	hsa00190,hsa04260,hsa04714,hsa04932,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
COX4I2	hsa00190,hsa04260,hsa04714,hsa04932,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
COX4I1	hsa00190,hsa04260,hsa04714,hsa04932,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
COX5A	hsa00190,hsa04260,hsa04714,hsa04932,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
COX5B	hsa00190,hsa04260,hsa04714,hsa04932,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
COX6A1	hsa00190,hsa04260,hsa04714,hsa04932,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
COX6A2	hsa00190,hsa04260,hsa04714,hsa04932,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
COX6B1	hsa00190,hsa04260,hsa04714,hsa04932,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
COX6B2	hsa00190,hsa04260,hsa04714,hsa04932,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
COX6C	hsa00190,hsa04260,hsa04714,hsa04932,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
COX7A1	hsa00190,hsa04260,hsa04714,hsa04932,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
COX7A2	hsa00190,hsa04260,hsa04714,hsa04932,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
COX7A2L	hsa00190,hsa04260,hsa04714,hsa04932,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
COX7B	hsa00190,hsa04260,hsa04714,hsa04932,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
COX7B2	hsa00190,hsa04260,hsa04714,hsa04932,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
COX7C	hsa00190,hsa04260,hsa04714,hsa04932,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
COX8C	hsa00190,hsa04260,hsa04714,hsa04932,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
COX8A	hsa00190,hsa04260,hsa04714,hsa04932,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
COX11	hsa00190,hsa04714
COX15	hsa00190,hsa00860,hsa04714
COX17	hsa00190,hsa04714
CYCS	hsa00190,hsa04115,hsa04210,hsa04215,hsa04932,hsa05010,hsa05012,hsa05014,hsa05016,hsa05017,hsa05020,hsa05022,hsa05130,hsa05131,hsa05132,hsa05134,hsa05145,hsa05152,hsa05160,hsa05161,hsa05162,hsa05163,hsa05164,hsa05167,hsa05168,hsa05169,hsa05170,hsa05200,hsa05210,hsa05222,hsa05416,hsa05417
ATP5F1A	hsa00190,hsa04714,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
ATP5F1B	hsa00190,hsa04714,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
ATP5F1C	hsa00190,hsa04714,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
ATP5F1D	hsa00190,hsa04714,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
ATP5F1E	hsa00190,hsa04714,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
ATP5PO	hsa00190,hsa04714,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
ATP6	hsa00190,hsa04714,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
ATP5PB	hsa00190,hsa04714,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
ATP5MC1	hsa00190,hsa04714,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
ATP5MC2	hsa00190,hsa04714,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
ATP5MC3	hsa00190,hsa04714,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
ATP5PD	hsa00190,hsa04714,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
ATP5ME	hsa00190,hsa04714
ATP5MF	hsa00190,hsa04714
ATP5MG	hsa00190,hsa04714
ATP5PF	hsa00190,hsa04714,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
ATP8	hsa00190,hsa04714,hsa05010,hsa05012,hsa05014,hsa05016,hsa05020,hsa05022,hsa05208,hsa05415
ATP6V1A	hsa00190,hsa04145,hsa04150,hsa04721,hsa04966,hsa05110,hsa05120,hsa05165,hsa05323
ATP6V1B1	hsa00190,hsa04145,hsa04150,hsa04721,hsa04966,hsa05110,hsa05120,hsa05165,hsa05323
ATP6V1B2	hsa00190,hsa04145,hsa04150,hsa04721,hsa04966,hsa05110,hsa05120,hsa05165,hsa05323
ATP6V1C2	hsa00190,hsa04145,hsa04150,hsa04721,hsa04966,hsa05110,hsa05120,hsa05165,hsa05323
ATP6V1C1	hsa00190,hsa04145,hsa04150,hsa04721,hsa04966,hsa05110,hsa05120,hsa05165,hsa05323
ATP6V1D	hsa00190,hsa04145,hsa04150,hsa04721,hsa04966,hsa05110,hsa05120,hsa05165,hsa05323
ATP6V1E2	hsa00190,hsa04145,hsa04150,hsa04721,hsa04966,hsa05110,hsa05120,hsa05165,hsa05323
ATP6V1E1	hsa00190,hsa04145,hsa04150,hsa04721,hsa04966,hsa05110,hsa05120,hsa05165,hsa05323
ATP6V1F	hsa00190,hsa04145,hsa04150,hsa04721,hsa04966,hsa05110,hsa05120,hsa05165,hsa05323
ATP6V1G1	hsa00190,hsa04145,hsa04150,hsa04721,hsa04966,hsa05110,hsa05120,hsa05165,hsa05323
ATP6V1G3	hsa00190,hsa04145,hsa04150,hsa04721,hsa04966,hsa05110,hsa05120,hsa05165,hsa05323
ATP6V1G2	hsa00190,hsa04145,hsa04150,hsa04721,hsa04966,hsa05110,hsa05120,hsa05165,hsa05323
ATP6V1H	hsa00190,hsa04142,hsa04145,hsa04150,hsa04721,hsa05110,hsa05120,hsa05152,hsa05165,hsa05323
TCIRG1	hsa00190,hsa04142,hsa04145,hsa04721,hsa04966,hsa05110,hsa05120,hsa05152,hsa05165,hsa05323
ATP6V0A2	hsa00190,hsa04142,hsa04145,hsa04721,hsa04966,hsa05110,hsa05120,hsa05152,hsa05165,hsa05323
ATP6V0A4	hsa00190,hsa04142,hsa04145,hsa04721,hsa04966,hsa05110,hsa05120,hsa05152,hsa05165,hsa05323
ATP6V0A1	hsa00190,hsa04142,hsa04145,hsa04721,hsa04966,hsa05110,hsa05120,hsa05152,hsa05165,hsa05323
ATP6V0C	hsa00190,hsa04142,hsa04145,hsa04721,hsa04966,hsa05110,hsa05120,hsa05152,hsa05165,hsa05323
ATP6V0B	hsa00190,hsa04142,hsa04145,hsa04721,hsa05110,hsa05120,hsa05152,hsa05165,hsa05323
ATP6V0D1	hsa00190,hsa04142,hsa04145,hsa04721,hsa04966,hsa05110,hsa05120,hsa05152,hsa05165,hsa05203,hsa05323
ATP6V0D2	hsa00190,hsa04142,hsa04145,hsa04721,hsa04966,hsa05110,hsa05120,hsa05152,hsa05165,hsa05203,hsa05323
ATP6V0E1	hsa00190,hsa04145,hsa04721,hsa04966,hsa05110,hsa05120,hsa05165,hsa05323
ATP6V0E2	hsa00190,hsa04145,hsa04721,hsa04966,hsa05110,hsa05120,hsa05165,hsa05323
ATP6AP1	hsa00190,hsa04142,hsa04145,hsa05110,hsa05120,hsa05152,hsa05161,hsa05165,hsa05323
ATP4A	hsa00190,hsa04966,hsa04971
ATP4B	hsa00190,hsa04966,hsa04971
ATP12A	hsa00190
PPA2	hsa00190
PPA1	hsa00190
LHPP	hsa00190
OTC	hsa00220
ASS1	hsa00220,hsa00250,hsa05418
ASL	hsa00220,hsa00250
ARG2	hsa00220,hsa00330,hsa05146
ARG1	hsa00220,hsa00330,hsa05146
NOS1	hsa00220,hsa00330,hsa04020,hsa04145,hsa04371,hsa04713,hsa04730,hsa04926,hsa04970,hsa05010,hsa05014,hsa05022
NOS2	hsa00220,hsa00330,hsa04020,hsa04066,hsa04146,hsa04371,hsa04926,hsa05010,hsa05014,hsa05022,hsa05133,hsa05140,hsa05142,hsa05145,hsa05146,hsa05152,hsa05200,hsa05222
NOS3	hsa00220,hsa00330,hsa04020,hsa04022,hsa04066,hsa04071,hsa04151,hsa04370,hsa04371,hsa04611,hsa04915,hsa04921,hsa04926,hsa04931,hsa04933,hsa05415,hsa05417,hsa05418
GLS2	hsa00220,hsa00250,hsa00470,hsa04724,hsa04727,hsa04964,hsa05206,hsa05230
GLS	hsa00220,hsa00250,hsa00470,hsa04724,hsa04727,hsa04964,hsa05206,hsa05230
GLUL	hsa00220,hsa00250,hsa00630,hsa00910,hsa04217,hsa04724,hsa04727
GLUD2	hsa00220,hsa00250,hsa00910,hsa04217,hsa04964
GLUD1	hsa00220,hsa00250,hsa00910,hsa04217,hsa04964
CPS1	hsa00220,hsa00250,hsa00910
GOT1	hsa00220,hsa00250,hsa00270,hsa00330,hsa00350,hsa00360,hsa00400
GOT1L1	hsa00220,hsa00250,hsa00270,hsa00330,hsa00350,hsa00360,hsa00400
GOT2	hsa00220,hsa00250,hsa00270,hsa00330,hsa00350,hsa00360,hsa00400,hsa04975
GPT2	hsa00220,hsa00250
GPT	hsa00220,hsa00250
NAGS	hsa00220
ACY1	hsa00220
ABHD14A-ACY1	hsa00220
NUDT9	hsa00230
ADPRM	hsa00230,hsa00564
NUDT5	hsa00230
PPAT	hsa00230,hsa00250
GART	hsa00230,hsa00670
PFAS	hsa00230
PAICS	hsa00230
ADSL	hsa00230,hsa00250
ATIC	hsa00230,hsa00670
APRT	hsa00230
NT5C2	hsa00230,hsa00240,hsa00760
NT5C1A	hsa00230,hsa00240,hsa00760
NT5C1B	hsa00230,hsa00240,hsa00760
NT5C	hsa00230,hsa00240,hsa00760
NT5M	hsa00230,hsa00240,hsa00760
NT5C1B-RDH14	hsa00230,hsa00240,hsa00760
NT5E	hsa00230,hsa00240,hsa00760
NT5C3A	hsa00230,hsa00240
NT5C3B	hsa00230,hsa00240
PNP	hsa00230,hsa00240,hsa00760
HPRT1	hsa00230,hsa00983
IMPDH1	hsa00230,hsa00983
IMPDH2	hsa00230,hsa00983
NME6	hsa00230,hsa00240,hsa00983
NME7	hsa00230,hsa00240,hsa00983
NME2	hsa00230,hsa00240,hsa00983
NME4	hsa00230,hsa00240,hsa00983
NME1	hsa00230,hsa00240,hsa00983
NME3	hsa00230,hsa00240,hsa00983
NME1-NME2	hsa00230,hsa00240,hsa00983
AK9	hsa00230,hsa00240
ENTPD3	hsa00230,hsa00240,hsa05169
ENTPD8	hsa00230,hsa00240,hsa05169
ENTPD1	hsa00230,hsa00240,hsa05169
CANT1	hsa00230,hsa00240
ENTPD4	hsa00230,hsa00240,hsa04142
ENTPD5	hsa00230,hsa00240
ENTPD6	hsa00230,hsa00240
NUDT16	hsa00230,hsa03018
ITPA	hsa00230,hsa00983
XDH	hsa00230,hsa00232,hsa00983,hsa04146
NUDT2	hsa00230,hsa00240
GMPS	hsa00230,hsa00983
GMPR	hsa00230
GMPR2	hsa00230
GDA	hsa00230
GUK1	hsa00230
RRM1	hsa00230,hsa00240,hsa00480,hsa00983
RRM2B	hsa00230,hsa00240,hsa00480,hsa00983,hsa04115
RRM2	hsa00230,hsa00240,hsa00480,hsa00983,hsa04115
DGUOK	hsa00230
HDDC3	hsa00230
PRUNE1	hsa00230
ADCY1	hsa00230,hsa04015,hsa04020,hsa04022,hsa04024,hsa04062,hsa04072,hsa04114,hsa04211,hsa04213,hsa04261,hsa04270,hsa04371,hsa04540,hsa04611,hsa04713,hsa04714,hsa04720,hsa04723,hsa04724,hsa04725,hsa04727,hsa04750,hsa04911,hsa04912,hsa04913,hsa04914,hsa04915,hsa04916,hsa04918,hsa04921,hsa04923,hsa04925,hsa04926,hsa04927,hsa04928,hsa04934,hsa04935,hsa04970,hsa04971,hsa04972,hsa04976,hsa05032,hsa05142,hsa05146,hsa05163,hsa05166,hsa05200,hsa05207,hsa05414
ADCY2	hsa00230,hsa04015,hsa04020,hsa04022,hsa04024,hsa04062,hsa04072,hsa04114,hsa04211,hsa04213,hsa04261,hsa04270,hsa04371,hsa04540,hsa04611,hsa04713,hsa04714,hsa04723,hsa04724,hsa04725,hsa04727,hsa04750,hsa04911,hsa04912,hsa04913,hsa04914,hsa04915,hsa04916,hsa04918,hsa04921,hsa04922,hsa04923,hsa04925,hsa04926,hsa04927,hsa04928,hsa04934,hsa04935,hsa04970,hsa04971,hsa04972,hsa04976,hsa05032,hsa05163,hsa05166,hsa05200,hsa05207,hsa05414
ADCY3	hsa00230,hsa04015,hsa04020,hsa04022,hsa04024,hsa04062,hsa04072,hsa04114,hsa04211,hsa04213,hsa04261,hsa04270,hsa04371,hsa04540,hsa04611,hsa04713,hsa04714,hsa04723,hsa04724,hsa04725,hsa04727,hsa04740,hsa04750,hsa04911,hsa04912,hsa04913,hsa04914,hsa04915,hsa04916,hsa04918,hsa04921,hsa04923,hsa04925,hsa04926,hsa04927,hsa04928,hsa04934,hsa04935,hsa04962,hsa04970,hsa04971,hsa04972,hsa04976,hsa05032,hsa05110,hsa05163,hsa05166,hsa05200,hsa05207,hsa05414
ADCY4	hsa00230,hsa04015,hsa04020,hsa04022,hsa04024,hsa04062,hsa04072,hsa04114,hsa04211,hsa04213,hsa04261,hsa04270,hsa04371,hsa04540,hsa04611,hsa04713,hsa04714,hsa04723,hsa04724,hsa04725,hsa04727,hsa04742,hsa04750,hsa04911,hsa04912,hsa04913,hsa04914,hsa04915,hsa04916,hsa04918,hsa04921,hsa04923,hsa04925,hsa04926,hsa04927,hsa04928,hsa04934,hsa04935,hsa04970,hsa04971,hsa04972,hsa04976,hsa05032,hsa05163,hsa05166,hsa05200,hsa05207,hsa05414
ADCY5	hsa00230,hsa04015,hsa04022,hsa04024,hsa04062,hsa04072,hsa04114,hsa04211,hsa04213,hsa04261,hsa04270,hsa04371,hsa04540,hsa04611,hsa04713,hsa04714,hsa04723,hsa04724,hsa04725,hsa04726,hsa04727,hsa04728,hsa04750,hsa04911,hsa04912,hsa04913,hsa04914,hsa04915,hsa04916,hsa04918,hsa04921,hsa04923,hsa04924,hsa04925,hsa04926,hsa04927,hsa04928,hsa04934,hsa04935,hsa04970,hsa04971,hsa04972,hsa04976,hsa05012,hsa05030,hsa05031,hsa05032,hsa05034,hsa05163,hsa05166,hsa05200,hsa05207,hsa05414
ADCY6	hsa00230,hsa04015,hsa04022,hsa04024,hsa04062,hsa04072,hsa04114,hsa04211,hsa04213,hsa04261,hsa04270,hsa04371,hsa04540,hsa04611,hsa04713,hsa04714,hsa04723,hsa04724,hsa04725,hsa04727,hsa04742,hsa04750,hsa04911,hsa04912,hsa04913,hsa04914,hsa04915,hsa04916,hsa04918,hsa04921,hsa04923,hsa04924,hsa04925,hsa04926,hsa04927,hsa04928,hsa04934,hsa04935,hsa04961,hsa04962,hsa04970,hsa04971,hsa04972,hsa04976,hsa05032,hsa05163,hsa05166,hsa05200,hsa05207,hsa05414
ADCY7	hsa00230,hsa04015,hsa04020,hsa04022,hsa04024,hsa04062,hsa04072,hsa04114,hsa04211,hsa04213,hsa04261,hsa04270,hsa04371,hsa04540,hsa04611,hsa04713,hsa04714,hsa04723,hsa04724,hsa04725,hsa04727,hsa04750,hsa04911,hsa04912,hsa04913,hsa04914,hsa04915,hsa04916,hsa04918,hsa04921,hsa04923,hsa04925,hsa04926,hsa04927,hsa04928,hsa04934,hsa04935,hsa04970,hsa04971,hsa04972,hsa04976,hsa05032,hsa05163,hsa05166,hsa05200,hsa05207,hsa05414
ADCY8	hsa00230,hsa04015,hsa04020,hsa04022,hsa04024,hsa04062,hsa04072,hsa04114,hsa04211,hsa04213,hsa04261,hsa04270,hsa04371,hsa04540,hsa04611,hsa04713,hsa04714,hsa04720,hsa04723,hsa04724,hsa04725,hsa04727,hsa04742,hsa04750,hsa04911,hsa04912,hsa04913,hsa04914,hsa04915,hsa04916,hsa04918,hsa04921,hsa04923,hsa04925,hsa04926,hsa04927,hsa04928,hsa04934,hsa04935,hsa04970,hsa04971,hsa04972,hsa04976,hsa05032,hsa05163,hsa05166,hsa05200,hsa05207,hsa05414
ADCY9	hsa00230,hsa04015,hsa04020,hsa04022,hsa04024,hsa04062,hsa04072,hsa04114,hsa04211,hsa04213,hsa04261,hsa04270,hsa04371,hsa04540,hsa04611,hsa04713,hsa04714,hsa04723,hsa04724,hsa04725,hsa04727,hsa04750,hsa04911,hsa04912,hsa04913,hsa04914,hsa04915,hsa04916,hsa04918,hsa04921,hsa04923,hsa04925,hsa04926,hsa04927,hsa04928,hsa04934,hsa04935,hsa04961,hsa04962,hsa04970,hsa04971,hsa04972,hsa04976,hsa05032,hsa05110,hsa05163,hsa05166,hsa05200,hsa05207,hsa05414
ADCY10	hsa00230,hsa04024,hsa04371,hsa04713,hsa04714,hsa04935
GUCY1A2	hsa00230,hsa04022,hsa04270,hsa04540,hsa04611,hsa04713,hsa04730,hsa04921,hsa04924,hsa04970
GUCY1A1	hsa00230,hsa04022,hsa04270,hsa04540,hsa04611,hsa04713,hsa04730,hsa04921,hsa04924,hsa04970
GUCY1B1	hsa00230,hsa04022,hsa04270,hsa04540,hsa04611,hsa04713,hsa04730,hsa04921,hsa04924,hsa04970
GUCY2C	hsa00230
GUCY2D	hsa00230,hsa04740,hsa04744
GUCY2F	hsa00230,hsa04744
NPR1	hsa00230,hsa04022,hsa04024,hsa04270,hsa04714,hsa04921,hsa04923,hsa04924,hsa04925
NPR2	hsa00230,hsa04022,hsa04270,hsa04921
PDE1A	hsa00230,hsa04020,hsa04740,hsa04742,hsa04924,hsa05032
PDE1B	hsa00230,hsa04020,hsa04740,hsa04742,hsa04924,hsa05032
PDE1C	hsa00230,hsa04020,hsa04740,hsa04742,hsa04924,hsa05032
PDE2A	hsa00230,hsa04022,hsa04740,hsa04925,hsa05032
PDE3A	hsa00230,hsa04022,hsa04024,hsa04924,hsa05032
PDE3B	hsa00230,hsa04022,hsa04024,hsa04371,hsa04910,hsa04914,hsa04922,hsa04923,hsa04924,hsa05032
PDE5A	hsa00230,hsa04022
PDE6A	hsa00230,hsa04744
PDE6B	hsa00230,hsa04744
PDE6C	hsa00230
PDE6D	hsa00230
PDE6G	hsa00230,hsa04744
PDE6H	hsa00230
PDE9A	hsa00230
PDE10A	hsa00230,hsa04024,hsa05032
PDE11A	hsa00230,hsa04934,hsa05032
ADSS1	hsa00230,hsa00250
ADSS2	hsa00230,hsa00250
AMPD2	hsa00230
AMPD3	hsa00230
AMPD1	hsa00230
ADK	hsa00230
DCK	hsa00230,hsa00240
ADA	hsa00230,hsa05340
ADA2	hsa00230
AK7	hsa00230,hsa00730
AK4	hsa00230,hsa00730
AK5	hsa00230,hsa00730
AK2	hsa00230,hsa00730
AK1	hsa00230,hsa00730
AK8	hsa00230,hsa00730
AK6	hsa00230,hsa03008
AK3	hsa00230
ENTPD2	hsa00230,hsa04742
NTPCR	hsa00230,hsa00730
PDE4A	hsa00230,hsa04024,hsa04928,hsa05032
PDE4B	hsa00230,hsa04024,hsa04928,hsa05032
PDE4C	hsa00230,hsa04024,hsa04928,hsa05032
PDE4D	hsa00230,hsa04024,hsa04928,hsa05032
PDE7A	hsa00230,hsa05032
PDE7B	hsa00230,hsa05032
PDE8B	hsa00230,hsa04927,hsa04934,hsa05032
PDE8A	hsa00230,hsa04927,hsa04934,hsa05032
FHIT	hsa00230,hsa05222,hsa05223
ENPP4	hsa00230
PAPSS2	hsa00230,hsa00450,hsa00920
PAPSS1	hsa00230,hsa00450,hsa00920
ENPP1	hsa00230,hsa00240,hsa00500,hsa00740,hsa00760,hsa00770
ENPP3	hsa00230,hsa00240,hsa00500,hsa00740,hsa00760,hsa00770
URAD	hsa00230
ALLC	hsa00230
NAT2	hsa00232,hsa00983,hsa05204
NAT1	hsa00232,hsa00983,hsa05204
CYP2A6	hsa00232,hsa00830,hsa00980,hsa00982,hsa00983,hsa05204,hsa05417
CYP2A7	hsa00232,hsa00830,hsa00980,hsa00982,hsa00983,hsa05204,hsa05417
CAD	hsa00240,hsa00250
DHODH	hsa00240
UMPS	hsa00240,hsa00983
CMPK1	hsa00240,hsa00983
CMPK2	hsa00240
CTPS1	hsa00240
CTPS2	hsa00240
UCK1	hsa00240,hsa00983
UCK2	hsa00240,hsa00983
UCKL1	hsa00240,hsa00983
UPP2	hsa00240,hsa00983
UPP1	hsa00240,hsa00983
DPYD	hsa00240,hsa00410,hsa00770,hsa00983
DPYS	hsa00240,hsa00410,hsa00770,hsa00983
UPB1	hsa00240,hsa00410,hsa00770,hsa00983
DCTPP1	hsa00240
DUT	hsa00240,hsa00983
TYMS	hsa00240,hsa00670
CDA	hsa00240,hsa00983
TYMP	hsa00240,hsa00983,hsa05219
DCTD	hsa00240
TK2	hsa00240,hsa00983
TK1	hsa00240,hsa00983
DTYMK	hsa00240
IL4I1	hsa00250,hsa00270,hsa00280,hsa00350,hsa00360,hsa00380,hsa00400
DDO	hsa00250,hsa00470,hsa04146
ASRGL1	hsa00250
ASNS	hsa00250
NIT2	hsa00250
AGXT	hsa00250,hsa00260,hsa00630,hsa04146
AGXT2	hsa00250,hsa00260,hsa00270,hsa00280
NAT8L	hsa00250
RIMKLB	hsa00250
RIMKLA	hsa00250
FOLH1	hsa00250,hsa04977
ASPA	hsa00250,hsa00340
GAD1	hsa00250,hsa00410,hsa00430,hsa00650,hsa04727,hsa04940
GAD2	hsa00250,hsa00410,hsa00430,hsa00650,hsa04727,hsa04940
ABAT	hsa00250,hsa00280,hsa00410,hsa00640,hsa00650,hsa04727
ALDH5A1	hsa00250,hsa00650
ALDH4A1	hsa00250,hsa00330
GFPT2	hsa00250,hsa00520,hsa04931,hsa05415
GFPT1	hsa00250,hsa00520,hsa04931,hsa05415
SHMT2	hsa00260,hsa00630,hsa00670
SHMT1	hsa00260,hsa00630,hsa00670
GRHPR	hsa00260,hsa00620,hsa00630
PHGDH	hsa00260,hsa00270
PSAT1	hsa00260,hsa00270,hsa00750
PSPH	hsa00260
GCAT	hsa00260
ALAS1	hsa00260,hsa00860
ALAS2	hsa00260,hsa00860
MAOB	hsa00260,hsa00330,hsa00340,hsa00350,hsa00360,hsa00380,hsa00982,hsa04726,hsa04728,hsa05012,hsa05030,hsa05031,hsa05034
MAOA	hsa00260,hsa00330,hsa00340,hsa00350,hsa00360,hsa00380,hsa00982,hsa04726,hsa04728,hsa05012,hsa05030,hsa05031,hsa05034
AOC3	hsa00260,hsa00350,hsa00360,hsa00410
AOC2	hsa00260,hsa00350,hsa00360,hsa00410
GLDC	hsa00260,hsa00630
AMT	hsa00260,hsa00630,hsa00670
GCSH	hsa00260,hsa00630
DAO	hsa00260,hsa00330,hsa00470,hsa04146
GATM	hsa00260,hsa00330
GAMT	hsa00260,hsa00330
CHDH	hsa00260
BHMT	hsa00260,hsa00270
DMGDH	hsa00260
PIPOX	hsa00260,hsa00310,hsa04146
SARDH	hsa00260
GNMT	hsa00260
CBS	hsa00260,hsa00260,hsa00270,hsa00270
CTH	hsa00260,hsa00270,hsa00450
SDS	hsa00260,hsa00270,hsa00290
SDSL	hsa00260,hsa00270,hsa00290
SRR	hsa00260,hsa00470
KYAT3	hsa00270,hsa00380,hsa00450
KYAT1	hsa00270,hsa00380,hsa00450
BHMT2	hsa00270
MTR	hsa00270,hsa00450,hsa00670
MAT2B	hsa00270
MAT1A	hsa00270
MAT2A	hsa00270
AMD1	hsa00270,hsa00330
SRM	hsa00270,hsa00330,hsa00480
SMS	hsa00270,hsa00330,hsa00480
MTAP	hsa00270
MRI1	hsa00270
APIP	hsa00270
ENOPH1	hsa00270
ADI1	hsa00270
DNMT1	hsa00270,hsa05206
DNMT3A	hsa00270,hsa05206
DNMT3B	hsa00270,hsa05206
AHCYL2	hsa00270
AHCYL1	hsa00270
AHCY	hsa00270
BCAT2	hsa00270,hsa00280,hsa00290,hsa00770
BCAT1	hsa00270,hsa00280,hsa00290,hsa00770
GCLC	hsa00270,hsa00480,hsa04216
GCLM	hsa00270,hsa00480,hsa04216
GSS	hsa00270,hsa00480,hsa04216
CDO1	hsa00270,hsa00430
MPST	hsa00270,hsa00920,hsa04122
TST	hsa00270,hsa00920,hsa04122
BCKDHA	hsa00280,hsa00640
BCKDHB	hsa00280,hsa00640
DBT	hsa00280,hsa00640
IVD	hsa00280
ACAD8	hsa00280
HSD17B10	hsa00280,hsa05010,hsa05022
PCCA	hsa00280,hsa00630,hsa00640
PCCB	hsa00280,hsa00630,hsa00640
MCEE	hsa00280,hsa00630,hsa00640
MMUT	hsa00280,hsa00630,hsa00640
HIBCH	hsa00280,hsa00410,hsa00640
HIBADH	hsa00280
ALDH6A1	hsa00280,hsa00410,hsa00562,hsa00640
